"","EntrezID","GeneSymbol","GeneMappingID","ConfidenceCategory","Group","Pathway","Allnet.count","Ntwrk.all","NtwrkCount.Proteasome","Ntwrk.Proteasome","NtwrkCount.NF-kappa B signaling pathway","Ntwrk.NF-kappa B signaling pathway","NtwrkCount.Toll-like receptor signaling pathway","Ntwrk.Toll-like receptor signaling pathway","Total_Path_Hits.net.count"
"833",51121,"RPL26L1",102,"MedConf","Novel",NA,34,"RPL3L, RPL32, NUP43, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, ATP1B3, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31",0,NA,0,NA,0,NA,0
"834",6155,"RPL27",90,"MedConf","Novel",NA,33,"RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, PABPC4, SEC11C, RPL37, SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3",0,NA,0,NA,0,NA,0
"835",6122,"RPL3",96,"MedConf","Novel",NA,32,"RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2",0,NA,0,NA,0,NA,0
"836",6160,"RPL31",101,"HighConf","Novel",NA,34,"RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, SRP68, NIFK, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, HNRNPM, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24",0,NA,0,NA,0,NA,0
"837",6161,"RPL32",106,"HighConf","Novel",NA,32,"EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L",0,NA,0,NA,0,NA,0
"838",6166,"RPL36AL",842,"HighConf","Novel",NA,32,"EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, SRP68",0,NA,0,NA,0,NA,0
"839",6167,"RPL37",415,"MedConf","Novel",NA,33,"SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, MFAP1",0,NA,0,NA,0,NA,0
"840",6123,"RPL3L",103,"MedConf","Novel",NA,34,"RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, G3BP2, EIF4H, PABPC4, SEC11C, RPL37, SRP68, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1",0,NA,0,NA,0,NA,0
"841",6124,"RPL4",94,"MedConf","Novel",NA,36,"RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, NOP2, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, GNB2L1, SEC11C, RPL37, SRP68, NIFK, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, PTGES3, RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A",0,NA,0,NA,0,NA,0
"842",6181,"RPLP2",95,"HighConf","Novel",NA,35,"RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, SEC11C, RPL37, RPP25, SRP68, ATP1B2, RPL36AL, EIF4A1, EXOSC5, EXOSC4, RPS2, RPL23A, EIF3I, ATP1B3, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4",0,NA,0,NA,0,NA,0
"843",54913,"RPP25",444,"HighConf","Novel","RNA transport",13,"RPP40, BMS1, C18orf21, NOP14, RPP25L, RPS2, RPS8, RPS27A, RPLP2, DIEXF, RRP9, NOC4L, UTP18",0,NA,0,NA,0,NA,0
"844",138716,"RPP25L",879,"MedConf","Novel","RNA transport",2,"RPP25, RPP40",0,NA,0,NA,0,NA,0
"845",10799,"RPP40",461,"MedConf","Novel","RNA transport",11,"BMS1, NOP14, RPP25L, RPS2, RPS8, RPS27A, DIEXF, RRP9, NOC4L, UTP18, RPP25",0,NA,0,NA,0,NA,0
"846",6187,"RPS2",39,"HighConf","Novel",NA,44,"RPL23A, EIF3I, RPS8, RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, NOP2, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, DIEXF, RRP9, NOC4L, GNB2L1, SEC11C, RPL37, UTP18, RPP25, SRP68, RPP40, BMS1, NIFK, RPL36AL, NOP14, EIF4A1, EXOSC5, EXOSC4, NDUFS4",0,NA,0,NA,0,NA,0
"847",6233,"RPS27A",93,"MedConf","Novel",NA,180,"RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, COPS5, UBE2I, COPS6, UBB, RAD51, EIF4G1, EIF4B, EIF3A, EIF3J, MAP3K7, USP1, SRP54, ISG15, EIF3B, EIF2S1, EIF2S2, NFKBIB, RELA, KAT2B, CLTC, PLK1, COPS7A, POLE, POLR2J, PARD3, UBE2V2, POLR2F, CDC42, EIF4H, EPAS1, NGFR, DIEXF, SMAD4, RRP9, SYT1, RAB5A, HCFC1, UBXN1, TRAIP, SUFU, EGFR, CCNE1, BUB1B, SCARB2, NOC4L, GTSE1, ITGB3BP, GMNN, PIK3C2A, SEC11C, TSG101, KBTBD7, LIG1, SMAD1, PTK6, SCNN1G, GYS2, MCM8, TNFRSF1A, TICAM1, ITSN2, BRCA2, VPS36, ELL, PSMF1, UBC, EHMT2, RPL37, PPP2R5A, CLTA, EHMT1, UTP18, RPP25, KDM4A, CXCL8, HIST1H2BJ, HERC4, SRP68, HIST1H2BK, RPP40, ADRB2, LDLR, SNX18, AAK1, CD14, CFTR, DNM1, TF, BMS1, WNT5A, RNF7, PARP1, POLD3, CHMP2A, AGFG1, FGF9, APOB, EPN1, TACR1, CHRM2, FGF10, KRAS, PALB2, TLR4, NFKBIE, SPRED2, SCNN1A, CYLD, RPL36AL, NOP14, CDC34, RNF185, SNX9, WNT3A, PRICKLE1, POLD4, SPOP, HECW1, KLB, MAP3K8, JAG1, LY96, TLE2, DTX1, BRAP, WNK3, PPP2R5E, SUMO3, EIF4A1, PSMC4, ACTR2, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, HNRNPA2B1, PSMA7, PSMB2, PSMB9, RPS2, VCP, PSMA1, PTGES3, XPA, PCNA, RPL23A, XAB2, PSMA4, PPP2CB, RIPK1, IRAK1, EIF3I, IKBKB, RPS8, RPL19, SEC61A1, EIF2S3, COPS2, DERL2, RPL27",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",3,"UBE2I, TNFRSF1A, PARP1",11,"TLR4, TICAM1, RIPK1, RELA, MAP3K8, MAP3K7, LY96, IRAK1, IKBKB, CXCL8, CD14",37
"848",6202,"RPS8",83,"MedConf","Novel",NA,42,"RPL19, SEC61A1, EIF2S3, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, NOP2, RPL32, EIF4G1, EIF4B, EIF3A, EIF3J, SRP54, EIF3B, EIF2S1, EIF2S2, EIF4H, DIEXF, RRP9, NOC4L, SEC11C, RPL37, UTP18, RPP25, SRP68, RPP40, ATP1B2, BMS1, NIFK, RPL36AL, NOP14, EIF4A1, RPS2, RPL23A, EIF3I, ATP1B3",0,NA,0,NA,0,NA,0
"849",10692,"RRH",982,"MedConf","Novel",NA,3,"GNG3, GNG10, GNAT2",0,NA,0,NA,0,NA,0
"850",23378,"RRP8",643,"MedConf","Novel",NA,8,"BAHD1, MTA2, CHD4, HDAC2, SUV39H1, MBD3, HIST1H2BJ, HIST1H2BK",0,NA,0,NA,0,NA,0
"851",9136,"RRP9",270,"MedConf","Novel",NA,14,"NOC4L, UTP18, RPP25, RPP40, BMS1, NOP14, THOC1, EXOSC5, EXOSC4, RPS2, RPS8, RPS27A, KIAA0020, DIEXF",0,NA,0,NA,0,NA,0
"852",57142,"RTN4",72,"HighConf","Novel",NA,7,"ATP1B3, DERL2, NGFR, CFL1, IGFBP7, SBNO1, HNRNPM",0,NA,0,NA,0,NA,0
"853",861,"RUNX1",751,"MedConf","Novel",NA,3,"SPI1, HDAC2, SMAD4",0,NA,0,NA,0,NA,0
"854",6279,"S100A8",614,"HighConf","Novel",NA,4,"TLR4, MYD88, LY96, TIRAP",0,NA,0,NA,4,"TLR4, TIRAP, MYD88, LY96",4
"855",9294,"S1PR2",620,"MedConf","Novel","Neuroactive ligand-receptor interaction, Sphingolipid signaling pathway",34,"GNA15, GNA11, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, GNAO1, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50",0,NA,0,NA,2,"CXCL8, CXCL11",2
"856",6294,"SAFB",785,"MedConf","Novel",NA,5,"P4HB, ACIN1, SF3B6, NCSTN, SON",0,NA,0,NA,0,NA,0
"857",29115,"SAP30BP",295,"MedConf","Novel",NA,9,"SIN3B, MBD2, HIST1H2BJ, HIST1H2BK, THOC1, DYNC1H1, HDAC2, RBM39, SIN3A",0,NA,0,NA,0,NA,0
"858",55206,"SBNO1",820,"MedConf","Novel",NA,2,"RTN4, SRSF2",0,NA,0,NA,0,NA,0
"859",950,"SCARB2",314,"MedConf","Novel",NA,25,"PIK3C2A, ITSN2, UBC, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A, AGFG1, APOB, EPN1, TACR1, CHRM2, SNX9, ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR",0,NA,0,NA,0,NA,0
"860",10389,"SCML2",836,"MedConf","Novel",NA,6,"HDAC2, BAG1, ADPRHL1, PHC2, EZH1, SUZ12",0,NA,0,NA,0,NA,0
"861",6337,"SCNN1A",766,"MedConf","Novel","Aldosterone-regulated sodium reabsorption",5,"WNK3, RPS27A, UBB, SCNN1G, UBC",0,NA,0,NA,0,NA,0
"862",6340,"SCNN1G",373,"MedConf","Novel","Aldosterone-regulated sodium reabsorption",6,"UBC, SCNN1A, WNK3, RPS27A, UBB, CTSD",0,NA,0,NA,0,NA,0
"863",6343,"SCT",593,"MedConf","Novel",NA,18,"RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3",0,NA,0,NA,0,NA,0
"864",113675,"SDSL",922,"MedConf","Novel",NA,6,"LDHB, DLD, LDHAL6B, DBT, MTR, AGXT",0,NA,0,NA,0,NA,0
"865",90701,"SEC11C",350,"MedConf","Novel","Protein export",17,"RPL37, RPL36AL, RPS2, RPL23A, RPS8, RPL19, SEC61A1, RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32",0,NA,0,NA,0,NA,0
"866",25956,"SEC31B",336,"MedConf","Novel",NA,4,"COPB1, ARCN1, TMED3, CLTA",0,NA,0,NA,0,NA,0
"867",29927,"SEC61A1",86,"MedConf","Novel","Phagosome, Protein export",21,"RPL27, RPS27A, RPL4, RPLP2, RPL3, RPL24, RPL31, RPL26L1, RPL3L, RPL32, SRP54, SEC11C, RPL37, SRP68, SEC63, IPO5, RPL36AL, RPS2, RPL23A, RPS8, RPL19",0,NA,0,NA,0,NA,0
"868",11231,"SEC63",769,"HighConf","Novel","Protein export",1,"SEC61A1",0,NA,0,NA,0,NA,0
"869",12,"SERPINA3",657,"MedConf","Novel",NA,13,"IGF2, ALDOA, A2M, FGA, LGALS3BP, TGFB2, ECM1, PF4, ITIH4, SERPING1, CLEC3B, SERPINA4, TOR4A",0,NA,0,NA,0,NA,0
"870",5267,"SERPINA4",655,"MedConf","Novel",NA,13,"TOR4A, SERPINA3, IGF2, ALDOA, A2M, FGA, LGALS3BP, TGFB2, ECM1, PF4, ITIH4, SERPING1, CLEC3B",0,NA,0,NA,0,NA,0
"871",3053,"SERPIND1",846,"MedConf","Novel",NA,2,"FGA, GP1BA",0,NA,0,NA,0,NA,0
"872",710,"SERPING1",653,"MedConf","Novel",NA,13,"CLEC3B, SERPINA4, TOR4A, SERPINA3, IGF2, ALDOA, A2M, FGA, LGALS3BP, TGFB2, ECM1, PF4, ITIH4",0,NA,0,NA,0,NA,0
"873",56256,"SERTAD4",778,"MedConf","Novel",NA,1,"PPP2CB",0,NA,0,NA,0,NA,0
"874",23451,"SF3B1",136,"HighConf","Novel","Spliceosome",47,"SRSF1, SFPQ, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, KAT2B, TIMM13, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, SON, LSM4, PPIH, GPKOW, COPB1, ARCN1, PCF11, HIST1H2BJ, HIST1H2BK, NIFK, CCDC97, PRPF8, THOC1, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, PTBP1, BAZ1B, SNW1, TWISTNB, SF3B2",0,NA,0,NA,0,NA,0
"875",10992,"SF3B2",133,"MedConf","Novel","Spliceosome",39,"SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, TIMM13, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, LSM4, PPIH, GPKOW, COPB1, PCF11, RBM42, C2, PRPF8, THOC1, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1",0,NA,0,NA,0,NA,0
"876",51639,"SF3B6",174,"HighConf","Novel","Spliceosome",38,"SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, SON, LSM4, PPIH, GPKOW, PCF11, SAFB, CCDC97, PRPF8, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, SRP54, BCAS2",0,NA,0,NA,0,NA,0
"877",2810,"SFN",215,"MedConf","Novel","Aldosterone-regulated sodium reabsorption",15,"KIAA0930, YWHAG, CDC25B, CCNB2, RAB14, BRAF, CSNK1G1, IPO5, NSFL1C, TBC1D4, CDC25C, ZNF385A, HSPA5, EIF4B, YWHAH",0,NA,0,NA,0,NA,0
"878",6421,"SFPQ",144,"MedConf","Novel",NA,9,"CDC5L, EFTUD2, SRSF3, PHF5A, SON, PTK6, HNRNPA2B1, HNRNPM, SF3B1",0,NA,0,NA,0,NA,0
"879",8879,"SGPL1",510,"HighConf","Novel","Sphingolipid signaling pathway",2,"PPAP2A, SGPP2",0,NA,0,NA,0,NA,0
"880",130367,"SGPP2",954,"HighConf","Novel","Sphingolipid signaling pathway",5,"SGPL1, PPAP2A, SMPD2, CERS3, ASAH1",0,NA,0,NA,0,NA,0
"881",6449,"SGTA",805,"MedConf","Novel",NA,3,"PSMD12, CD2BP2, LSM4",1,"PSMD12",0,NA,0,NA,1
"882",51100,"SH3GLB1",367,"MedConf","Novel",NA,8,"PDGFRA, CSF1R, RET, SH3GLB2, UBE2I, ADPRHL1, EGFR, FGFR3",0,NA,1,"UBE2I",0,NA,1
"883",56904,"SH3GLB2",877,"MedConf","Novel",NA,6,"EGFR, FGFR3, SH3GLB1, PDGFRA, CSF1R, RET",0,NA,0,NA,0,NA,0
"884",25759,"SHC2",911,"MedConf","Novel","Chemokine signaling pathway, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway",9,"NGFR, EGFR, FGFR3, PDGFRB, PDGFRA, CSF1R, SYK, KRAS, FLT4",0,NA,1,"SYK",0,NA,1
"885",388336,"SHISA6",883,"MedConf","Novel",NA,4,"PTK2B, GRIN3B, GRIN2D, GRIN3A",0,NA,0,NA,0,NA,0
"886",25942,"SIN3A",193,"MedConf","Novel","Thyroid hormone signaling pathway",23,"CSNK2A2, SMAD4, SUFU, SAP30BP, MAX, PHF12, SIN3B, MBD3, MORF4L1, NCOA6, DNTTIP1, ELMSAN1, MBD2, HIST1H2BJ, HIST1H2BK, TRERF1, PHF21A, HDAC4, ACO2, MTA2, CHD4, 11-Sep, HDAC2",0,NA,1,"CSNK2A2",0,NA,1
"887",23309,"SIN3B",329,"MedConf","Novel",NA,19,"MBD3, MORF4L1, DNTTIP1, ELMSAN1, MBD2, HIST1H2BJ, HIST1H2BK, TRERF1, PHF21A, HDAC4, MTA2, CHD4, HDAC2, SIN3A, SMAD4, SUFU, SAP30BP, MAX, PHF12",0,NA,0,NA,0,NA,0
"888",8631,"SKAP1",898,"MedConf","Novel","Rap1 signaling pathway",2,"LAT, RAP1A",0,NA,1,"LAT",0,NA,1
"889",6556,"SLC11A1",752,"MedConf","Novel",NA,1,"SPI1",0,NA,0,NA,0,NA,0
"890",57084,"SLC17A6",723,"MedConf","Novel","Synaptic vesicle cycle",2,"SLC18A2, SLC17A8",0,NA,0,NA,0,NA,0
"891",246213,"SLC17A8",949,"MedConf","Novel","Synaptic vesicle cycle",2,"SLC17A6, SLC18A2",0,NA,0,NA,0,NA,0
"892",6571,"SLC18A2",724,"MedConf","Novel","Serotonergic synapse, Synaptic vesicle cycle",7,"APBA1, BZRAP1, SLC17A8, LIN7B, SYT1, STX1A, SLC17A6",0,NA,0,NA,0,NA,0
"893",6513,"SLC2A1",826,"HighConf","Novel","Thyroid hormone signaling pathway, Insulin secretion",3,"EPAS1, MAX, ARNT",0,NA,0,NA,0,NA,0
"894",6520,"SLC3A2",60,"MedConf","Novel","Protein digestion and absorption",8,"EIF3I, PTBP1, ACIN1, SRSF3, TRA2B, SLC7A9, SLC7A5, SLC7A7",0,NA,0,NA,0,NA,0
"895",6531,"SLC6A3",1056,"MedConf","Novel",NA,1,"DRD2",0,NA,0,NA,0,NA,0
"896",8140,"SLC7A5",838,"MedConf","Novel",NA,1,"SLC3A2",0,NA,0,NA,0,NA,0
"897",9056,"SLC7A7",1068,"HighConf","Novel","Protein digestion and absorption",1,"SLC3A2",0,NA,0,NA,0,NA,0
"898",11136,"SLC7A9",803,"MedConf","Novel","Protein digestion and absorption",4,"THOC1, DDX39A, THOC7, SLC3A2",0,NA,0,NA,0,NA,0
"899",7871,"SLMAP",777,"MedConf","Novel",NA,2,"PPP2CB, STAT1",0,NA,0,NA,1,"STAT1",1
"900",4086,"SMAD1",371,"HighConf","Novel",NA,8,"UBC, BMP7, BMPR1B, SMAD6, RPS27A, UBB, SMAD4, YAP1",0,NA,0,NA,0,NA,0
"901",4089,"SMAD4",262,"HighConf","Novel","AGE-RAGE signaling pathway in diabetic complications",29,"YAP1, MAX, JUN, SIN3B, SMAD1, UBC, ARNT, PARP1, TGFB2, SP1, COL1A2, BMPR1B, RUNX1, ATP1B4, SMAD6, KLF4, GATA3, FOXH1, DLX1, RPS27A, HDAC2, UBE2I, UBB, SNW1, SIN3A, KAT2B, EPAS1, ATF3, THOC2",0,NA,2,"UBE2I, PARP1",1,"JUN",3
"902",4091,"SMAD6",941,"MedConf","Novel",NA,6,"MAP3K7, SMAD4, SMAD1, TGFB2, BMP7, BMPR1B",0,NA,0,NA,1,"MAP3K7",1
"903",6605,"SMARCE1",188,"HighConf","Novel",NA,4,"RELA, KAT2B, JUN, IRF6",0,NA,0,NA,2,"RELA, JUN",2
"904",91689,"SMDT1",560,"MedConf","Novel",NA,6,"ATP2A1, CATSPERG, CACNB4, CACNA1C, CACNA2D1, CATSPERB",0,NA,0,NA,0,NA,0
"905",6610,"SMPD2",720,"MedConf","Novel","Sphingolipid signaling pathway",7,"CERS3, ASAH1, SGPP2, NGFR, GNB2L1, TNFRSF1A, PPAP2A",0,NA,1,"TNFRSF1A",0,NA,1
"906",6631,"SNRPC",239,"HighConf","Novel","Spliceosome",37,"LSM4, PPIH, GPKOW, PCF11, STOM, PRPF8, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, RBM10, PTBP1, NDUFA2, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, WRAP53, PHF5A",0,NA,0,NA,0,NA,0
"907",6634,"SNRPD3",235,"HighConf","Novel","Spliceosome",41,"PHF5A, SNRPC, TRA2B, LSM4, NUP155, PPIH, NUP188, GPKOW, PCF11, ZNF473, RANBP2, PRPF8, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, PTBP1, RAE1, NUP43, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, LUC7L, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2",0,NA,0,NA,0,NA,0
"908",54212,"SNTG1",948,"MedConf","Novel",NA,1,"CAV3",0,NA,0,NA,0,NA,0
"909",22938,"SNW1",131,"HighConf","Novel","Spliceosome, Notch signaling pathway",44,"SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, KAT2B, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, TRA2B, SMAD4, RAD21, LSM4, PPIH, GPKOW, MFAP1, PCF11, RBPJ, NOTCH4, HDAC4, ATP1B4, TLE2, PRPF8, PRPF31, HNRNPA2B1, YBX1, CCAR1, PAPOLA, XAB2, HNRNPM, PTBP1, HDAC2",0,NA,0,NA,0,NA,0
"910",112574,"SNX18",469,"MedConf","Novel",NA,25,"AAK1, CFTR, DNM1, TF, WNT5A, AGFG1, APOB, EPN1, TACR1, CHRM2, SNX9, ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, SCARB2, PIK3C2A, ITSN2, UBC, CLTA, ADRB2, LDLR",0,NA,0,NA,0,NA,0
"911",51429,"SNX9",881,"HighConf","Novel",NA,26,"ACTR2, RPS27A, UBB, CLTC, SYT1, RAB5A, EGFR, SCARB2, PIK3C2A, ITSN2, UBC, CLTA, ADRB2, LDLR, SNX18, AAK1, CFTR, DNM1, TF, WNT5A, AGFG1, APOB, EPN1, TACR1, BLOC1S1, CHRM2",0,NA,0,NA,0,NA,0
"912",8835,"SOCS2",446,"MedConf","Novel",NA,2,"GH2, STAT1",0,NA,0,NA,1,"STAT1",1
"913",6651,"SON",258,"MedConf","Novel",NA,9,"SAFB, HNRNPM, SF3B1, RBM39, SFPQ, CDC5L, ACIN1, NXF1, SF3B6",0,NA,0,NA,0,NA,0
"914",10174,"SORBS3",661,"MedConf","Novel",NA,6,"ITGA1, MYL7, MYLPF, PXN, ACTA2, VCL",0,NA,0,NA,0,NA,0
"915",6667,"SP1",513,"HighConf","Novel",NA,20,"APOB, COL1A2, MT2A, HMGCS2, CCND2, HDAC2, NFYB, MAPK13, RELA, POLR2J, POLR2F, HSD17B4, SMAD4, NFYC, JUN, POU2F1, ELL, E2F3, ARNT, CEBPD",0,NA,0,NA,3,"RELA, MAPK13, JUN",3
"916",221178,"SPATA13",1053,"MedConf","Novel","Regulation of actin cytoskeleton",1,"CDC42",0,NA,0,NA,0,NA,0
"917",23013,"SPEN",426,"MedConf","Novel",NA,1,"RBPJ",0,NA,0,NA,0,NA,0
"918",6688,"SPI1",987,"HighConf","Novel","Osteoclast differentiation",5,"E2F3, CSF1R, TBPL2, RUNX1, SLC11A1",0,NA,0,NA,0,NA,0
"919",10417,"SPON2",1003,"MedConf","Novel",NA,1,"ITGAM",0,NA,0,NA,0,NA,0
"920",8405,"SPOP",895,"HighConf","Novel",NA,28,"PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, RPS27A, UBB, SUFU, PSMF1, UBC, RNF7",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,23
"921",6697,"SPR",772,"MedConf","Novel",NA,4,"PSMD3, HSPE1, NDUFA2, PEBP1",1,"PSMD3",0,NA,0,NA,1
"922",200734,"SPRED2",758,"MedConf","Novel",NA,31,"RASA4, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, RPS27A, UBB, KBTBD7, PSMF1, UBC, RASAL2, RASA3, KRAS",23,"PSMF1, PSMD7, PSMD6, PSMD3, PSMD2, PSMD12, PSMD11, PSMD1, PSMC5, PSMC4, PSMC2, PSMC1, PSMB9, PSMB5, PSMB4, PSMB2, PSMB1, PSMA7, PSMA6, PSMA5, PSMA4, PSMA3, PSMA1",0,NA,0,NA,23
