"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"10342",19122,"Prnp","HighConf","Yes",NA,"Bcl2, Fyn, App","Focal adhesion (2), Cholinergic synapse (2), Sphingolipid signaling pathway (2), Apoptosis (2), Axon guidance (1), Phospholipase D signaling pathway (1), Platelet activation (1), Natural killer cell mediated cytotoxicity (1), Fc epsilon RI signaling pathway (1), T cell receptor signaling pathway (1), Osteoclast differentiation (1), Hedgehog signaling pathway (1), EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1), HIF-1 signaling pathway (1), NF-kappa B signaling pathway (1), Endocrine resistance (1), AGE-RAGE signaling pathway in diabetic complications (1), Apoptosis - multiple species (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Neurotrophin signaling pathway (1), Necroptosis (1), NOD-like receptor signaling pathway (1), Autophagy - animal (1)"
"10365",70052,"Prpf4","HighConf","Yes",NA,"Snrpd1, Sf3b1, Sf3a3, Txnl4a, Upf3b, Ncbp1, Ncbp2, Polr2c, Polr2d, Gtf2f1, Eif2ak4, Srsf1, Hnrnpl, Hnrnpm, Cpsf2, Snrpb2, Srsf3, Clp1, Srsf7, Srsf9, Hnrnpu, Srsf6, Snrpa, Hnrnpk, Pabpn1, Hnrnpr, Hnrnph2, Fus, Rbmx, Hnrnpc, Pcf11, Polr2h, Polr2e","Purine metabolism (4), RNA polymerase (4), Pyrimidine metabolism (4), Cytosolic DNA-sensing pathway (2), IL-17 signaling pathway (1), Autophagy - animal (1)"
"10388",72446,"Prr5l","HighConf","Yes",NA,"Rictor, Mlst8","mTOR signaling pathway (2), PI3K-Akt signaling pathway (1), Autophagy - other (1), Autophagy - animal (1)"
"10426",215632,"Psd4","HighConf","Yes","Endocytosis",NA,NA
"10427",19164,"Psen1","HighConf","Yes","Neurotrophin signaling pathway, Notch signaling pathway, Wnt signaling pathway","App, Prkaca, Notch1, Notch2, Ncstn, Dll1, Ern1, Prkx, Aph1b, Aph1c, Eif2ak3","Notch signaling pathway (6), Endocrine resistance (4), Autophagy - animal (3), Th1 and Th2 cell differentiation (3), Thyroid hormone signaling pathway (3), Apoptosis (2), Longevity regulating pathway (2), Mitophagy - animal (1), Dopaminergic synapse (1), Glucagon signaling pathway (1), Hedgehog signaling pathway (1), Regulation of lipolysis in adipocytes (1), Vasopressin-regulated water reabsorption (1), Apelin signaling pathway (1), Wnt signaling pathway (1), Cholinergic synapse (1), Oocyte meiosis (1), cAMP signaling pathway (1), Relaxin signaling pathway (1), Longevity regulating pathway - multiple species (1), Progesterone-mediated oocyte maturation (1), Insulin signaling pathway (1), Tight junction (1), Oxytocin signaling pathway (1), GnRH signaling pathway (1), Platelet activation (1), Ras signaling pathway (1), Chemokine signaling pathway (1), MAPK signaling pathway (1)"
"10433",19166,"Psma2","HighConf","Yes","Proteasome","Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Klhl8, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Cdc25a, Psma5, Thumpd1, Psma4, Skp2, Psmb8, Dvl1, Psmb9, Dvl2, Psma3, Psmd11, Psmb3, Psmb6, Psma6, Plk1, Cdc6, Cdkn1a, Orc1, Cdk2, Psmb2, Cdkn1b, Psme4, Psmc2","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10434",19167,"Psma3","HighConf","Yes","Proteasome","Psmd11, Psmb8, Pomp, Psmb2, Psmb3, Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Klhl8, Pard6a, Smurf2, Tap1, Tap2, Gorasp1, Dnaja1, Npepps, Orc1, Thumpd1, Plk1, Cdc25a, Skp2, Dvl2, Cdk2, Cdkn1b, Dvl1, Cdkn1a, Cdc6","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10435",26441,"Psma4","HighConf","Yes","Proteasome","Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme2b, Psme2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Psma5, Cdc6, Psmb3, Cdkn1a, Cdk2, Psmb6, Pomp, Psme4, Skp2, Psma3, Dvl1, Psma6, Cdc25a, Psmd11, Psmb8, Orc1, Cdkn1b, Dvl2, Psmc2, Plk1, Psmb2","Proteasome (20), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10436",26442,"Psma5","HighConf","Yes","Proteasome","Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Klhl8, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Cdc6, Cdkn1b, Psmd11, Psmb3, Cdk2, Orc1, Cdc25a, Plk1, Psmb8, Psma3, Thumpd1, Cdkn1a, Dvl2, Psmb2, Dvl1, Skp2","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10437",26443,"Psma6","HighConf","Yes","Proteasome","Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Cnot4, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Gorasp1, Dnaja1, Npepps, Cdkn1a, Psma5, Cdc6, Psmb3, Psmb8, Dvl1, Skp2, Cdc25a, Psmc2, Psme4, Thumpd1, Cdkn1b, Psmb2, Orc1, Pomp, Psmd11, Psmb6, Cdk2, Plk1, Dvl2, Psma3","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10441",19171,"Psmb10","HighConf","Yes","Proteasome","Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme2b, Psme2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Cdkn1a, Psmb6, Skp2, Psmd11, Dvl1, Psmb8, Dvl2, Cdc6, Psmb2, Psmb9, Psma6, Psma3, Psma4, Cdk2, Cdkn1b, Psmc2, Psmb3, Orc1, Psma5, Cdc25a, Plk1, Psme4, Psma2","Proteasome (19), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10442",26445,"Psmb2","HighConf","Yes","Proteasome","Psmb3, Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Psmd11, Pomp, Psma3, Ubxn7, Cdk2, Dvl2, Orc1, Cdc25a, Cdkn1a, Plk1, Skp2, Cdc6, Psmb8, Cdkn1b, Dvl1","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10443",26446,"Psmb3","MedConf","Yes","Proteasome","Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Pomp, Psma3, Plk1, Cdkn1b, Psmb2, Psmb8, Cdk2, Orc1, Cdc25a, Cdc6, Cdkn1a, Psmd11, Dvl2, Dvl1, Skp2","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10446",19175,"Psmb6","HighConf","Yes","Proteasome","Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme2b, Psme2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Dvl2, Psma5, Psmb3, Cdc25a, Cdc6, Orc1, Psmb8, Psmd11, Dvl1, Cdk2, Plk1, Pomp, Cdkn1b, Cdkn1a, Psma3, Psmb2, Skp2","Proteasome (20), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10447",19177,"Psmb7","HighConf","Yes","Proteasome","Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme2b, Psme2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Psma4, Cdkn1b, Psmb6, Cdk2, Psmc4, Psmb10, Cdkn1a, Psmb2, Dvl2, Skp2, Psme4, Plk1, Psmc2, Psma6, Cdc25a, Cdc6, Pomp, Orc1, Psmb8, Psma3, Psmb3, Psmd11, Psma5, Dvl1, Psmb9, Psma2","Proteasome (20), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10448",16913,"Psmb8","HighConf","Yes","Proteasome","Psmb2, Psmb3, Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Plk1, Dvl2, Psma3, Psmd11, Cdk2, Orc1, Cdc25a, Cdkn1b, Dvl1, Skp2, Cdkn1a, Cdc6","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10449",16912,"Psmb9","HighConf","Yes","Proteasome","Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Cdkn1a, Psmb3, Psma5, Cdc6, Psma3, Cdk2, Psmb6, Psma4, Cdc25a, Psmc2, Psme4, Skp2, Psmb8, Psma6, Psmd11, Orc1, Plk1, Dvl2, Dvl1, Psmb2, Cdkn1b","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10451",19181,"Psmc2","MedConf","Yes","Proteasome","Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Poll, Skp2, Dvl1, Orc1, Cdc25a, Psma5, Cdc6, Cdkn1b, Psmb6, Pomp, Cdk2, Psmb3, Psmb2, Plk1, Cdkn1a, Psme4, Psmd11, Psma3, Psmb8, Dvl2","Proteasome (18), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Non-homologous end-joining (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10454",23996,"Psmc4","MedConf","Yes","Proteasome","Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Poll, Psma6, Dvl2, Psmb6, Cdkn1a, Psmd11, Cdc6, Cdc25a, Skp2, Orc1, Psmb2, Psma3, Psma5, Psmb10, Psma4, Cdkn1b, Dvl1, Psmc2, Psme4, Psmb9, Cdk2, Psmb8, Psma2, Psmb3, Plk1","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Non-homologous end-joining (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10458",53380,"Psmd10","MedConf","Yes",NA,"Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Npepps, Cdk2, Plk1, Psmc2, Cdc6, Anapc7, Psmd11, Cdc25a, Psmb10, Psma4, Psmb7, Psme4, Pttg1, Psmb8, Psma6, Psmb2, Psmb6, Bub1b, Anapc10, Orc1, Anapc5, Cdkn1b, Psma2, Psma5, Cdkn1a, Dvl2, Rb1, Dvl1, Psmc4, Psmb9, Cdc23, Skp2, Psma3, Psmb3","Proteasome (18), Cell cycle (16), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), Cellular senescence (4), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Endocrine resistance (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), IL-17 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1)"
"10459",69077,"Psmd11","MedConf","Yes","Proteasome","Psmb8, Psmb2, Psmb3, Psma5, Psmb6, Psme4, Psmc2, Psma6, Psma4, Psmb9, Psma2, Psmb10, Psmc4, Psmb7, Pttg1, Anapc5, Anapc7, Anapc10, Bub1b, Cdc23, Psmd10, Psmd5, Cul3, Ube2d1, Cdc20, Aurkb, Psmd2, Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Cdk2, Plk1, Dvl1, Psma3, Orc1, Cdc6, Skp2, Cdc25a, Cdkn1b, Cdkn1a, Dvl2","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), Hedgehog signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1), IL-17 signaling pathway (1)"
"10463",21762,"Psmd2","MedConf","Yes","Proteasome","Psme1, Ube2e1, Hspa1a, Lnpep, Pard6a, Smurf2, Tap1, Tap2, Dnaja1, Npepps, Dvl2, Cul3, Psmb6, Cdc6, Psmc4, Plk1, Psma4, Psmb8, Cdc25a, Psme4, Cdkn1b, Anapc10, Psmb9, Psma2, Bub1b, Cdc20, Psma5, Psmd10, Orc1, Psmb10, Cdc23, Psmb7, Psmd11, Psmb3, Ube2d1, Psma3, Aurkb, Cdkn1a, Psmd5, Psmc2, Dvl1, Cdk2, Anapc7, Pttg1, Psmb2, Anapc5, Psma6, Ublcp1, Skp2","Proteasome (17), Cell cycle (15), Ubiquitin mediated proteolysis (10), Oocyte meiosis (8), Progesterone-mediated oocyte maturation (7), FoxO signaling pathway (5), mTOR signaling pathway (3), PI3K-Akt signaling pathway (3), Cellular senescence (3), Endocytosis (3), Hedgehog signaling pathway (2), Wnt signaling pathway (2), Signaling pathways regulating pluripotency of stem cells (2), Notch signaling pathway (2), p53 signaling pathway (2), HIF-1 signaling pathway (2), Endocrine resistance (2), ErbB signaling pathway (2), IL-17 signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Oxytocin signaling pathway (1), Platinum drug resistance (1), Jak-STAT signaling pathway (1), Axon guidance (1), Rap1 signaling pathway (1), Tight junction (1), Longevity regulating pathway - multiple species (1), MAPK signaling pathway (1)"
