EntrezID,GeneSymbol,GeneMappingID,ConfidenceCategory,Group,Pathway,Allnet.count,Ntwrk.all
8518,IKBKAP,648,MedConf,Novel,,5,"PSMC4, PSMA2, PSMD11, PSMD12, THOC7"
3551,IKBKB,75,MedConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, PI3K-Akt signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, Chemokine signaling pathway, RIG-I-like receptor signaling pathway, Ras signaling pathway, T cell receptor signaling pathway",38,"RPS27A, UBB, MAP3K3, MAP3K7, NFKBIB, PEBP1, RELA, NGFR, GNB2L1, CDK12, ERC1, TNFRSF1A, TICAM1, UBC, TIRAP, PDPK1, CD14, CSF2, PHKB, ATG13, CDK14, PYDC1, TLR2, TLR4, MYD88, NFKBIE, IFIH1, DIABLO, CYLD, CDC34, CCNL2, MAP3K8, LY96, CARD11, CCND2, RIPK1, CCND3, IRAK1"
3592,IL12A,573,HighConf,Novel,"Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, RIG-I-like receptor signaling pathway, Jak-STAT signaling pathway",10,"IL3RA, IL12RB2, IL27RA, CNTFR, EBI3, RELA, STAT1, JUN, IL21R, IL1B"
3595,IL12RB2,621,MedConf,Novel,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",15,"EBI3, STAT1, EPO, IFNA14, IL1B, GH2, CSF2, PRL, IL22, IFNA13, THPO, IL3, IL12A, IL19, IFNA16"
3605,IL17A,686,MedConf,Novel,Cytokine-cytokine receptor interaction,2,"RELA, STAT1"
29949,IL19,574,MedConf,Novel,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",5,"IL3RA, IL12RB2, IL27RA, CNTFR, IL21R"
3552,IL1A,567,MedConf,Novel,"Cytokine-cytokine receptor interaction, MAPK signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, Hematopoietic cell lineage",9,"MYD88, IRAK1, MAPKAPK3, MAP3K7, RELA, JUN, TOLLIP, IL1RN, IL1B"
3553,IL1B,402,MedConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, Cytokine-cytokine receptor interaction, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, Hematopoietic cell lineage",12,"IL1A, IL12A, MYD88, IL12RB2, NLRC4, IRAK1, MAP3K3, RELA, A2M, JUN, TOLLIP, IL1RN"
3557,IL1RN,399,MedConf,Novel,,4,"IL1B, IL1A, MYD88, TOLLIP"
50615,IL21R,347,MedConf,Novel,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",12,"GH2, CSF2, PRL, IL22, IFNA13, THPO, IL3, IL12A, IL19, IFNA16, EPO, IFNA14"
50616,IL22,569,MedConf,Novel,"Cytokine-cytokine receptor interaction, Jak-STAT signaling pathway",6,"IL3RA, IL12RB2, IL27RA, CNTFR, STAT1, IL21R"
9466,IL27RA,622,MedConf,Novel,Jak-STAT signaling pathway,14,"EBI3, STAT1, EPO, IFNA14, GH2, CSF2, PRL, IL22, IFNA13, THPO, IL3, IL12A, IL19, IFNA16"
3562,IL3,572,HighConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Fc epsilon RI signaling pathway, Jak-STAT signaling pathway",13,"IL3RA, IL12RB2, IL27RA, GAB2, CNTFR, PIK3R3, PTPN6, JUN, IL21R, PDPK1, POU2F1, CSF2, KRAS"
3563,IL3RA,586,HighConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Hematopoietic cell lineage, Jak-STAT signaling pathway",17,"GAB2, PIK3R3, PTPN6, EPO, IFNA14, PDPK1, GH2, CSF2, KRAS, PRL, IL22, IFNA13, THPO, IL3, IL12A, IL19, IFNA16"
3623,INHA,782,MedConf,Novel,,1,CALR
8821,INPP4B,858,MedConf,Novel,,1,PIK3R3
3640,INSL3,409,MedConf,Novel,Relaxin signaling pathway,18,"SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1, MC2R, CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2"
3843,IPO5,675,MedConf,Novel,,4,"RANBP2, RANGAP1, CLTC, SFN"
3654,IRAK1,68,MedConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway",14,"IKBKB, RPS27A, UBB, MAP3K7, RELA, NGFR, TOLLIP, UBC, TIRAP, MAP2K6, IL1B, IL1A, MYD88, PPP2CB"
3664,IRF6,627,MedConf,Novel,,9,"GBP2, IRF9, ISG15, RELA, KAT2B, JUN, ICAM1, HLA-DQA2, EGR1"
10379,IRF9,629,HighConf,Novel,"NOD-like receptor signaling pathway, Osteoclast differentiation, Jak-STAT signaling pathway",16,"TRIM10, TRIM48, OASL, ISG15, STAT1, IFNA14, NCAM1, ICAM1, HLA-DQA2, IFNA16, EGR1, MT2A, TRIM45, TRIM35, IRF6, GBP2"
9636,ISG15,157,MedConf,Novel,RIG-I-like receptor signaling pathway,17,"POLE, STAT1, UBC, IFNA14, POLD3, EGR1, IRF6, GBP2, IRF9, USP18, OSBP2, POLD4, OASL, PCNA, EIF2AK2, RPS27A, UBB"
3672,ITGA1,577,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Hematopoietic cell lineage",27,"MYL7, CAPN2, TNC, MYLPF, PXN, ITGB1, ACTA2, CDC42, PRKAR2B, VCL, EGFR, ITGAM, LAMA5, TNN, LAMA4, COL4A2, ITGA5, ITGAV, ARHGEF6, COL1A2, COL6A1, SORBS3, CAST, BIRC5, AGRN, COL4A3, FLT4"
3678,ITGA5,362,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Phagosome, Hematopoietic cell lineage",18,"ITGAV, COL1A2, COL6A1, AGRN, COL4A3, FLT4, ITGA1, TNC, ATP1B3, PXN, ITGB1, FGA, ITGAM, LAMA5, TNN, CEACAM6, LAMA4, COL4A2"
3684,ITGAM,288,MedConf,Novel,"Regulation of actin cytoskeleton, Rap1 signaling pathway, Phagosome, Hematopoietic cell lineage",17,"RAP1A, ITGA5, ITGAV, GP1BA, CD14, APOB, ICAM1, ITGA1, AGER, JAM3, PRKD1, CTGF, SPON2, PIK3R3, ITGB1, LRP1, FGA"
3685,ITGAV,378,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Focal adhesion, Thyroid hormone signaling pathway, Phagosome",24,"COL1A2, COL6A1, AGRN, COL4A3, ITGA1, MFGE8, TNC, PSMD12, PXN, ITGB1, PTK2B, LRP1, FGA, ITGAM, PDGFRB, LAMA5, PIK3C2A, PDGFRA, CSF1R, TNN, LAMA4, COL4A2, SYK, ITGA5"
3688,ITGB1,170,MedConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway, Focal adhesion, Phagosome",39,"CDC42, PRKAR2B, ABI1, PTK2B, MAX, VCL, EGFR, FGA, ITGAM, RAP1A, LAMA5, TNN, CEACAM6, LAMA4, COL4A2, ITGA5, ITGAV, ARHGEF6, CD14, CSF2, COL23A1, COL1A2, COL6A1, CAST, BIRC5, AGRN, COL4A3, FLT4, ITGA1, CAV3, CAPN2, ITGB1BP1, ADAM12, JAM3, PRKD1, TNC, PIK3R3, PTPN6, PXN"
9270,ITGB1BP1,787,HighConf,Novel,,1,ITGB1
23421,ITGB3BP,326,MedConf,Novel,,10,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, NCSTN, CDC42, NGFR, APH1A"
3700,ITIH4,867,MedConf,Novel,,2,"TGFB2, PF4"
3704,ITPA,423,MedConf,Novel,,7,"POLD3, PDE1B, PDE3B, GUCY1B3, POLD4, POLE, PPIH"
50618,ITSN2,339,HighConf,Novel,,11,"CLTA, ADRB2, CFTR, DNM1, TACR1, CHRM2, CLTC, CDC42, SYT1, RAB5A, EGFR"
3712,IVD,723,HighConf,Novel,"Valine, leucine and isoleucine degradation",4,"DLD, DBT, HADHA, PMPCB"
182,JAG1,892,HighConf,Novel,"TNF signaling pathway, Notch signaling pathway",5,"RPS27A, UBB, UBC, DNM1, NOTCH4"
83700,JAM3,821,MedConf,Novel,,4,"PPP2CB, ITGB1, PARD3, ITGAM"
3720,JARID2,748,MedConf,Novel,,1,EZH1
8681,JMJD7-PLA2G4B,590,HighConf,Novel,"MAPK signaling pathway, Ras signaling pathway, Serotonergic synapse, Ether lipid metabolism, Long-term depression, Fc epsilon RI signaling pathway, GnRH signaling pathway",11,"ENPP6, LPCAT4, CEPT1, ALOX15, PAFAH2, PNPLA7, GNA11, GNAI3, PAFAH1B3, GNAO1, ALOX5"
3725,JUN,278,HighConf,Novel,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, cAMP signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, Focal adhesion, Relaxin signaling pathway, T cell receptor signaling pathway, GnRH signaling pathway",41,"ARHGDIB, ARNT, NCOA6, SYK, CXCL8, IL1B, TGFB2, CSF2, EDN1, SP1, COL1A2, IL1A, IL3, IL12A, EGR1, MT2A, IRF6, EGR2, IGFBP7, ASH2L, MAFB, HIST1H2BJ, HIST1H2BK, AFP, KDM6A, CREB1, COPS5, BAG1, MAPK13, MSH2, SMARCE1, WDR5, RELA, KAT2B, POLR2J, POLR2F, EPAS1, ATF3, SMAD4, HSD17B4, EPO"
3728,JUP,387,HighConf,Novel,,1,CTNND1
8997,KALRN,443,MedConf,Novel,,17,"TACR1, EDN1, BDKRB1, NMUR2, P2RY11, MLNR, GNRH2, GNA15, AVPR1A, TACR3, LTB4R, XCL2, GNA11, CDC42, GNG3, GNG10, AGT"
3735,KARS,679,MedConf,Novel,,1,HMGCS1
8850,KAT2B,184,MedConf,Novel,"Thyroid hormone signaling pathway, Notch signaling pathway",24,"POLR2F, SMAD4, TAF12, JUN, UBC, RBPJ, NOTCH4, IRF6, HIST1H2BJ, HIST1H2BK, HDAC4, TLE2, HDAC2, RPS27A, UBB, SNW1, BAZ1B, TWISTNB, SF3B1, MAP3K7, SMARCE1, WDR5, RELA, TAF4"
84078,KBTBD7,300,MedConf,Novel,,3,"ERC1, EIF4B, NUP155"
7881,KCNAB1,352,HighConf,Novel,,1,KCNQ1
3753,KCNE1,645,MedConf,Novel,Adrenergic signaling in cardiomyocytes,2,"KCNH2, KCNQ1"
9992,KCNE2,862,MedConf,Novel,,1,KCNQ1
3757,KCNH2,1048,MedConf,Novel,,1,KCNE1
3784,KCNQ1,548,MedConf,Novel,"Protein digestion and absorption, Adrenergic signaling in cardiomyocytes",3,"KCNE1, KCNE2, KCNAB1"
22992,KDM2A,664,MedConf,Novel,,1,RANGAP1
9682,KDM4A,746,MedConf,Novel,,1,UBE2I
7403,KDM6A,933,MedConf,Novel,,1,JUN
9933,KIAA0020,121,MedConf,Novel,,1,EIF4G1
23313,KIAA0930,256,MedConf,Novel,,2,"YWHAG, SFN"
55614,KIF16B,833,MedConf,Novel,,1,STX18
81930,KIF18A,413,MedConf,Novel,,16,"DYNC1I1, DYNC2LI1, HLA-DQA2, RANBP2, PPP2R5E, DYNC1H1, RANGAP1, PPP2CB, NUP43, STX18, CDC42, DCTN4, DYNC1I2, DYNLL1, PPP2R5A, RILP"
547,KIF1A,724,MedConf,Novel,,1,STX18
23046,KIF21B,774,MedConf,Novel,,1,STX18
55083,KIF26B,834,MedConf,Novel,,1,STX18
24137,KIF4A,82,MedConf,Novel,,11,"STX18, CLTC, DCTN4, DYNC1I2, DYNLL1, CLTA, RILP, DYNC1I1, DYNC2LI1, HLA-DQA2, DYNC1H1"
3814,KISS1,540,HighConf,Novel,,18,"XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, TACR1, EDN1, BDKRB1, NMUR2, P2RY11, MLNR, GNRH2, GNA15, AVPR1A, TACR3, LTB4R"
152831,KLB,874,MedConf,Novel,,2,"FGF9, KRAS"
9314,KLF4,924,MedConf,Novel,,1,SMAD4
10219,KLRG1,320,HighConf,Novel,,1,SYK
3845,KRAS,464,HighConf,Novel,"PI3K-Akt signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Chemokine signaling pathway, AGE-RAGE signaling pathway in diabetic complications, Relaxin signaling pathway, Ras signaling pathway, Thyroid hormone signaling pathway, Aldosterone-regulated sodium reabsorption, Serotonergic synapse, Long-term depression, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Sphingolipid signaling pathway, GnRH signaling pathway",32,"GRIN2D, IL3, IL3RA, SPRED2, KLB, SHC2, NRG4, RASA4, BRAP, PPP2R5E, PPP2CB, RPS27A, UBB, PEBP1, RELA, VCL, EGFR, FGA, FGFR3, RAP1A, PDGFRB, UBC, PPP2R5A, PDGFRA, RET, RASAL2, FGF9, BRAF, RASA3, CSF2, FGF10, NCAM1"
8270,LAGE3,651,MedConf,Novel,,2,"EIF4A1, NUP43"
3910,LAMA4,358,MedConf,Novel,"PI3K-Akt signaling pathway, Focal adhesion",6,"ITGA5, ITGAV, AGRN, ITGA1, ITGB1, LAMA5"
3911,LAMA5,321,MedConf,Novel,"PI3K-Akt signaling pathway, Focal adhesion",10,"LAMA4, ITGA5, ITGAV, ARHGEF6, AGRN, ITGA1, PRNP, PXN, ITGB1, CDC42"
28956,LAMTOR2,384,MedConf,Novel,,2,"BRAF, ATP6V1B2"
27040,LAT,99,MedConf,Novel,"NF-kappa B signaling pathway, Rap1 signaling pathway, Ras signaling pathway, Fc epsilon RI signaling pathway, T cell receptor signaling pathway",10,"SYK, HLA-DQA2, COPS6, COPS7A, LRWD1, SKAP1, PIK3R3, COPS2, COPS5, PTPN6"
7462,LAT2,1042,MedConf,Novel,,3,"SYK, PDPK1, GAB2"
92483,LDHAL6B,145,MedConf,Novel,,1,ABAT
3945,LDHB,22,MedConf,Novel,,5,"PSMC2, CFL2, CTSD, RAB5A, CFL1"
3949,LDLR,392,MedConf,Novel,,10,"CFTR, DNM1, TACR1, CHRM2, CLTC, SYT1, RAB5A, EGFR, CLTA, ADRB2"
64175,LEPRE1,544,HighConf,Novel,,6,"COL1A2, COL10A1, COL17A1, COL6A1, COL4A3, COL4A2"
3959,LGALS3BP,360,MedConf,Novel,,3,"TGFB2, PF4, RAE1"
3978,LIG1,305,MedConf,Novel,Base excision repair,11,"UBC, POLD3, POLD4, PCNA, XAB2, RPS27A, UBB, POLB, POLE, POLR2J, POLR2F"
91750,LIN52,783,MedConf,Novel,,1,PCNA
64130,LIN7B,952,HighConf,Novel,,3,"SYT1, STX1A, SLC18A2"
286826,LIN9,824,HighConf,Novel,,1,PCNA
254531,LPCAT4,594,HighConf,Novel,Ether lipid metabolism,12,"CEPT1, PAFAH2, PNPLA7, LPPR2, GPAT2, PAFAH1B3, PLA2G4A, PLA2G4D, PPAP2A, PLA2G6, JMJD7-PLA2G4B, ENPP6"
64748,LPPR2,958,HighConf,Novel,,1,LPCAT4
26018,LRIG1,1043,MedConf,Novel,,1,EGFR
4035,LRP1,275,HighConf,Novel,,3,"ITGAM, PDGFRB, ITGAV"
90506,LRRC46,160,HighConf,Novel,,1,POLE
222229,LRWD1,701,MedConf,Novel,,1,LAT
25804,LSM4,231,MedConf,Novel,Spliceosome,37,"PPIH, PKN2, GPKOW, SGTA, PCF11, MTR, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1, LSM6, EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SYNCRIP, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC"
11157,LSM6,130,HighConf,Novel,Spliceosome,35,"EFTUD2, HNRNPH1, BCAS2, SF3B6, SRRM1, SRSF2, PRPF38A, SRSF3, POLR2J, POLR2F, CD2BP2, SNRPD3, PHF5A, SNRPC, LSM4, PPIH, PKN2, GPKOW, PCF11, HERC4, PRPF8, PRPF31, YBX1, CCAR1, HNRNPA2B1, PAPOLA, XAB2, HNRNPM, PTBP1, SNW1, SF3B2, SF3B1, SRSF1, CDC5L, PLRG1"
1241,LTB4R,537,MedConf,Novel,Neuroactive ligand-receptor interaction,24,"GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11, MLNR, GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH"
55692,LUC7L,202,MedConf,Novel,,1,SNRPD3
51213,LUZP4,900,MedConf,Novel,,14,"RANBP2, THOC1, THOC7, RAE1, NUP43, SRSF1, NXF1, SRRM1, SRSF2, SRSF3, THOC2, NUP155, NUP188, NXT1"
23643,LY96,914,HighConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway",17,"RIPK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K7, FGA, TICAM1, TOLLIP, UBC, TIRAP, CD14, DNM1, S100A8, TLR2, TLR4, MYD88"
8567,MADD,744,HighConf,Novel,,2,"RIPK1, TNFRSF1A"
9935,MAFB,752,HighConf,Novel,,1,JUN
5608,MAP2K6,385,MedConf,Novel,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, Rap1 signaling pathway, Osteoclast differentiation, Fc epsilon RI signaling pathway, GnRH signaling pathway",16,"BRAF, PF4, CXCL11, GNA15, TAOK3, MAP3K9, RIPK1, IRAK1, MAPKAPK3, MAP3K3, MAPK13, MAP3K7, PEBP1, CDC42, RAP1A, TNFRSF1A"
4215,MAP3K3,137,MedConf,Novel,"MAPK signaling pathway, GnRH signaling pathway",7,"MAP3K7, ERC1, TNFRSF1A, MAP2K6, IL1B, RIPK1, IKBKB"
6885,MAP3K7,149,HighConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway",32,"NFKBIB, WDR5, RELA, KAT2B, HCFC1, ERC1, TNFRSF1A, TICAM1, UBC, MAP2K6, PDPK1, CD14, TGFB2, TLR2, IL1A, TLR4, MYD88, BMPR1B, NFKBIE, USP18, CYLD, LY96, SMAD6, CARD11, RIPK1, IRAK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K3, MAPK13"
1326,MAP3K8,876,MedConf,Novel,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, T cell receptor signaling pathway",4,"IKBKB, RPS27A, UBB, UBC"
4293,MAP3K9,1041,MedConf,Novel,,2,"CDC42, MAP2K6"
5603,MAPK13,138,MedConf,Novel,"Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, Rap1 signaling pathway, NOD-like receptor signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Relaxin signaling pathway, Fc epsilon RI signaling pathway, T cell receptor signaling pathway, Adrenergic signaling in cardiomyocytes, Sphingolipid signaling pathway, GnRH signaling pathway",21,"MAP3K7, CDC42, STAT1, GNG3, MAX, CDC25B, JUN, GNG10, STMN1, GNAI3, MAP2K6, GNAO1, SP1, DUSP7, DUSP6, EEF2K, ELK4, DUSP10, DUSP5, CREB1, MAPKAPK3"
7867,MAPKAPK3,109,MedConf,Novel,MAPK signaling pathway,7,"MAPK13, CDC42, PHC2, MAP2K6, IL1A, HIST1H2BJ, HIST1H2BK"
84930,MASTL,945,MedConf,Novel,,1,PPP2CB
4149,MAX,259,MedConf,Novel,MAPK signaling pathway,37,"NFYC, PDGFRB, PPP2R5A, CFLAR, WNT5A, COL1A2, BIRC5, CEBPD, E2F3, SIN3B, PHF20, SLC2A1, PMAIP1, MXI1, HMGCS2, DNTT, TMEFF2, MYCT1, EIF4A1, DYNC1H1, CCND2, HDAC2, NFYB, MAPK13, EIF4G1, MSH2, EIF2S1, ITGB1, SIN3A, WDR5, TAF4, GAPDH, SMAD4, PTMA, TAF12, TAF1, HCFC1"
8932,MBD2,739,MedConf,Novel,,2,"HDAC2, SIN3A"
53615,MBD3,314,MedConf,Novel,,6,"EHMT2, HNRNPM, DDX3X, HDAC2, SIN3A, SUV39H1"
4158,MC2R,516,MedConf,Novel,"cAMP signaling pathway, Neuroactive ligand-receptor interaction",18,"CALCR, RLN2, GPBAR1, HRH2, GNG3, GNG10, ADRB2, INSL3, SCT, RLN3, GHRH, PTGER2, GPR15, HTR6, PTGIR, DRD5, P2RY11, VIPR1"
8888,MCM3AP,802,HighConf,Novel,,1,NUP43
84515,MCM8,718,MedConf,Novel,,1,POLE
4224,MEP1A,1045,MedConf,Novel,Protein digestion and absorption,1,MME
4236,MFAP1,721,MedConf,Novel,,2,"SNW1, PRPF38A"
4240,MFGE8,773,MedConf,Novel,,1,ITGAV
4242,MFNG,956,MedConf,Novel,Notch signaling pathway,1,NOTCH4
4257,MGST1,480,MedConf,Novel,,2,"GPX3, GPX1"
79003,MIS12,325,MedConf,Novel,,7,"PPP2R5A, RANBP2, PPP2R5E, RANGAP1, PPP2CB, NUP43, CDC42"
2862,MLNR,529,MedConf,Novel,Neuroactive ligand-receptor interaction,24,"GNRH2, GNA15, PROK1, AVPR1A, TACR3, TRH, LTB4R, GPR4, UTS2B, KISS1, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, AGT, KALRN, TACR1, EDN1, BDKRB1, NMUR2, NMS, P2RY11"
51085,MLXIPL,944,MedConf,Novel,,1,PPP2CB
4311,MME,643,MedConf,Novel,"Hematopoietic cell lineage, Protein digestion and absorption",2,"MEP1A, AGT"
10933,MORF4L1,720,MedConf,Novel,,2,"HDAC2, SIN3A"
4342,MOS,607,HighConf,Novel,"Regulation of actin cytoskeleton, MAPK signaling pathway",1,MRAS
22808,MRAS,637,MedConf,Novel,"Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Ras signaling pathway",9,"RASA4, RAPGEF5, BRAP, PIK3R3, ARHGEF6, RASAL2, BRAF, RASA3, MOS"
4436,MSH2,143,MedConf,Novel,,5,"EIF3B, POLE, MAX, JUN, PCNA"
4481,MSR1,962,MedConf,Novel,Phagosome,5,"HSP90B1, CALR, COL4A2, APOB, COL1A2"
4502,MT2A,624,MedConf,Novel,,5,"GBP2, IRF9, JUN, ICAM1, HLA-DQA2"
9219,MTA2,52,HighConf,Novel,,5,"HNRNPM, HDAC2, SIN3A, SUV39H1, EHMT2"
9108,MTMR7,857,MedConf,Novel,,1,PIK3R3
4544,MTNR1B,492,MedConf,Novel,Neuroactive ligand-receptor interaction,31,"CXCL13, PF4, PNOC, CXCL11, HTR1A, PTGDR2, FPR3, NPBWR2, NMS, HCAR2, OPRM1, RLN3, TAS2R50, S1PR2, GNG3, GNG10, C5, GNAI3, AGT, DRD2, CXCL8, CXCR5, CHRM2, CCR8, CXCR3, CXCR4, BDKRB1, TAS2R7, NPY, SSTR4, NMUR2"
4548,MTR,798,MedConf,Novel,,1,LSM4
4593,MUSK,1038,MedConf,Novel,,2,"CDC42, PTK2B"
4601,MXI1,813,MedConf,Novel,,1,MAX
80177,MYCT1,1055,HighConf,Novel,,1,MAX
4615,MYD88,596,HighConf,Novel,"NF-kappa B signaling pathway, Toll-like receptor signaling pathway, NOD-like receptor signaling pathway",16,"LY96, IRAK1, IKBKB, EIF2AK2, MAP3K7, RELA, NGFR, TOLLIP, TIRAP, IL1RN, IL1B, CD14, S100A8, TLR2, IL1A, TLR4"
4632,MYL1,583,MedConf,Novel,,1,MYLPF
58498,MYL7,584,MedConf,Novel,"Regulation of actin cytoskeleton, Focal adhesion",7,"MYLPF, PXN, ACTA2, VCL, SORBS3, ITGA1, MYLK2"
85366,MYLK2,582,HighConf,Novel,"Regulation of actin cytoskeleton, Focal adhesion",2,"MYL7, MYLPF"
29895,MYLPF,905,MedConf,Novel,"Regulation of actin cytoskeleton, Focal adhesion",8,"PXN, ACTA2, VCL, SORBS3, ITGA1, MYLK2, MYL1, MYL7"
63908,NAPB,527,MedConf,Novel,,2,"STX1B, STX18"
4684,NCAM1,463,MedConf,Novel,,9,"KRAS, HLA-DQA2, COL6A1, COL4A3, GBP2, IRF9, CACNB4, CACNA1C, COL4A2"
9918,NCAPD2,684,MedConf,Novel,,1,CSNK2A2
23054,NCOA6,349,HighConf,Novel,,6,"AGT, HMGCS2, RANGAP1, HMGCS1, SIN3A, JUN"
23385,NCSTN,155,HighConf,Novel,Notch signaling pathway,11,"IK, NGFR, APH1A, ITGB3BP, NOTCH4, SAFB, TMEM14B, DTX1, NOP2, SRSF1, BCAS2"
4695,NDUFA2,208,MedConf,Novel,,3,"SNRPC, ATP1B3, UBE2I"
4715,NDUFB9,104,MedConf,Novel,,1,CLTC
4724,NDUFS4,237,HighConf,Novel,,3,"NUP188, CACNA2D1, CD14"
4793,NFKBIB,169,MedConf,Novel,"NOD-like receptor signaling pathway, Chemokine signaling pathway, RIG-I-like receptor signaling pathway, T cell receptor signaling pathway",33,"RELA, PSMF1, UBC, NFKBIE, CARD11, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, RIPK1, IKBKB, EIF2AK2, RPS27A, UBB, MAP3K7"
4794,NFKBIE,598,HighConf,Novel,T cell receptor signaling pathway,31,"CARD11, PSMC4, PSMA3, PSMD7, PSMC1, PSMA6, PSMD11, PSMB1, PSMD3, PSMA5, PSMB4, PSMC2, PSMD6, PSMD1, PSMD2, PSMC5, PSMD12, PSMB5, PSMA7, PSMB2, PSMB9, PSMA1, PSMA4, IKBKB, RPS27A, UBB, MAP3K7, NFKBIB, RELA, PSMF1, UBC"
4801,NFYB,90,MedConf,Novel,,5,"HSPA5, MAX, PDGFRB, EIF4A1, HMGCS1"
4802,NFYC,277,MedConf,Novel,,4,"PDGFRB, HMGCS1, HSPA5, MAX"
4804,NGFR,218,MedConf,Novel,"PI3K-Akt signaling pathway, Cytokine-cytokine receptor interaction, Rap1 signaling pathway, Ras signaling pathway",22,"APH1A, ARHGDIB, UBC, RHOB, ITGB3BP, EFNA2, FGF9, FGF10, FGF12, FGF8, MYD88, SMPD2, SHC2, IRAK1, RTN4, PIK3R3, IKBKB, RPS27A, UBB, NCSTN, RELA, CDC42"
84365,NIFK,676,MedConf,Novel,,1,SF3B1
58484,NLRC4,989,MedConf,Novel,NOD-like receptor signaling pathway,2,"IL1B, GSDMD"
338321,NLRP9,740,MedConf,Novel,,2,"PSMD11, PSMD12"
79671,NLRX1,550,MedConf,Novel,"NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway",1,IFIH1
9111,NMI,235,MedConf,Novel,,6,"CCNE1, PCNA, CCND2, CCND3, BCL2L1, CFL2"
129521,NMS,502,MedConf,Novel,,39,"HCAR2, OPRM1, RLN3, P2RY11, MLNR, S1PR2, GNRH2, GNA15, AVPR1A, TACR3, LTB4R, XCL2, PIK3R3, GNA11, ADRBK1, GNG3, GNG10, GNAI3, AGT, DRD2, CXCL8, CXCR5, TACR1, CHRM2, CCR8, EDN1, CXCR3, CXCR4, BDKRB1, NPY, SSTR4, NMUR2, MTNR1B, CXCL13, PF4, CXCL11, HTR1A, FPR3, NPBWR2"
