EntrezID,GeneSymbol,InputCategory,TRIAGEhits,Pathway,InteractingGenes,NetworkGenePathways
5062,PAK2,MedConf,Yes,"Focal adhesion, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, T cell receptor signaling pathway, ErbB signaling pathway","LCP2, MYLK4, SEMA3A, PSMA7, PSME2, PSMB7, PSMB2, CTTN, CDC42, CDH5, ACTA1","Focal adhesion (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), T cell receptor signaling pathway (2), MAPK signaling pathway (1), Ras signaling pathway (1)"
84612,PARD6B,MedConf,Yes,Rap1 signaling pathway,CDC42,"Focal adhesion (1), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), T cell receptor signaling pathway (1)"
5091,PC,MedConf,Yes,"Pyruvate metabolism, Citrate cycle (TCA cycle)","PDHA2, CYP27A1, TSHR, ILF3, LDHAL6B, CCT3, MDH1, MDH2","Pyruvate metabolism (4), Citrate cycle (TCA cycle) (3), HIF-1 signaling pathway (1), Propanoate metabolism (1)"
5106,PCK2,MedConf,Yes,"PI3K-Akt signaling pathway, Pyruvate metabolism, Citrate cycle (TCA cycle), FoxO signaling pathway",AKT1,"Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
5138,PDE2A,MedConf,Yes,,ENTPD3,Pyrimidine metabolism (1)
5156,PDGFRA,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Focal adhesion, Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Rap1 signaling pathway, Phospholipase D signaling pathway","SH3GL3, FGF2, EGF, SPHK1, VEGFD, FGF9, FGF19, SHC4, FGF14, RAPGEF1, GRB2, JAK1, EGFR","PI3K-Akt signaling pathway (9), Ras signaling pathway (9), Rap1 signaling pathway (8), MAPK signaling pathway (7), EGFR tyrosine kinase inhibitor resistance (6), Focal adhesion (6), Regulation of actin cytoskeleton (6), Phospholipase D signaling pathway (5), ErbB signaling pathway (4), Relaxin signaling pathway (4), FoxO signaling pathway (3), HIF-1 signaling pathway (2), mTOR signaling pathway (1), T cell receptor signaling pathway (1)"
5161,PDHA2,MedConf,Yes,"Pyruvate metabolism, Citrate cycle (TCA cycle), HIF-1 signaling pathway","LDHAL6B, HNRNPU, PC","Pyruvate metabolism (2), Citrate cycle (TCA cycle) (1), Propanoate metabolism (1), Spliceosome (1)"
10130,PDIA6,HighConf,Yes,,CLNS1A,RNA transport (1)
10857,PGRMC1,MedConf,Yes,,"HNRNPU, RPS20","Ribosome (1), Spliceosome (1)"
11331,PHB2,MedConf,Yes,,IDH1,Citrate cycle (TCA cycle) (1)
57649,PHF12,HighConf,Yes,,"NCOR2, HDAC1",Notch signaling pathway (2)
51230,PHF20,MedConf,Yes,,AKT1,"Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
5283,PIGH,HighConf,Yes,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,PIGY,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis (1)
10026,PIGK,HighConf,Yes,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,GPAA1,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis (1)
84992,PIGY,HighConf,Yes,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,PIGH,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis (1)
23396,PIP5K1C,HighConf,Yes,"Focal adhesion, Regulation of actin cytoskeleton, Phospholipase D signaling pathway","INPP5E, SEMA3A, PTEN","Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), FoxO signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
168507,PKD1L1,MedConf,Yes,,CACNG1,MAPK signaling pathway (1)
5320,PLA2G2A,MedConf,Yes,Ras signaling pathway,,
5351,PLOD1,MedConf,Yes,Lysine degradation,"PLOD3, COL14A1, COL22A1, COL16A1, COL4A4, EHMT1, SETD7, NSD2, KMT5B, SUV39H1","Lysine degradation (5), Focal adhesion (1), FoxO signaling pathway (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1)"
8985,PLOD3,HighConf,Yes,Lysine degradation,"COL14A1, COL22A1, COL16A1, COL4A4, EHMT1, SETD7, NSD2, KMT5B, SUV39H1, HADHA, RAB3IP, PLOD1","Lysine degradation (6), Focal adhesion (1), FoxO signaling pathway (1), PI3K-Akt signaling pathway (1), Propanoate metabolism (1), Relaxin signaling pathway (1)"
84271,POLDIP3,MedConf,Yes,,"RANBP2, NUP107, NUP133, NUP153, NCBP2, THOC2, NUP155, NUP85, NUP160, NUP88, NUP62, SLU7, NUP54, RPS6KB1","RNA transport (12), Spliceosome (3), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
5434,POLR2E,MedConf,Yes,"RNA polymerase, Pyrimidine metabolism",,
5439,POLR2J,MedConf,Yes,"RNA polymerase, Pyrimidine metabolism","NCBP2, CHERP, HNRNPF, PABPN1, SLU7, EGR2, ERCC3, EP300, FGF2, CCNT1, COPS4, COPS8, INTS7, INTS11, CTDP1, COPS7B, PPWD1, ICE2, AJUBA, ENTPD3, HOXB1, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, USP7, SF3A1, COPS6, RPA2, SUGP1, ELAVL1","Spliceosome (14), FoxO signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Pyrimidine metabolism (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), RNA transport (1)"
11128,POLR3A,HighConf,Yes,"RNA polymerase, Pyrimidine metabolism","SSB, GPN3, POLR3F, POLR3D, ENTPD3, HDAC1","Pyrimidine metabolism (3), RNA polymerase (2), Notch signaling pathway (1)"
661,POLR3D,MedConf,Yes,"RNA polymerase, Pyrimidine metabolism","ENTPD3, POLR3A, SSB, GPN3, POLR3F","Pyrimidine metabolism (3), RNA polymerase (2)"
10621,POLR3F,HighConf,Yes,"RNA polymerase, Pyrimidine metabolism","POLR3D, ENTPD3, POLR3A, NOP58, SSB, RSL1D1","Pyrimidine metabolism (3), RNA polymerase (2), Ribosome biogenesis in eukaryotes (1)"
10248,POP7,MedConf,Yes,"RNA transport, Ribosome biogenesis in eukaryotes",RPP25L,"Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
5479,PPIB,HighConf,Yes,,"COL4A4, RANGAP1","Focal adhesion (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1), RNA transport (1)"
89801,PPP1R3F,MedConf,Yes,,GYS1,PI3K-Akt signaling pathway (1)
5520,PPP2R2A,HighConf,Yes,PI3K-Akt signaling pathway,"RELA, NCBP2, AKT1, TGFBR2, EGFR, RPS6KB1, EGF, CACNG1, RPL37, TNNI3, RPL39L, RPL6, RPS15A, RPL9, RPS18, RPS8, ETF1, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, CCT3, RPS6, RPS20, RPL18, RPL17, CYCS, RPL32","Ribosome (23), HIF-1 signaling pathway (6), MAPK signaling pathway (6), PI3K-Akt signaling pathway (6), EGFR tyrosine kinase inhibitor resistance (5), ErbB signaling pathway (4), FoxO signaling pathway (4), Ras signaling pathway (4), Relaxin signaling pathway (4), Focal adhesion (3), mTOR signaling pathway (3), Phospholipase D signaling pathway (3), Rap1 signaling pathway (3), Autophagy - animal (2), Regulation of actin cytoskeleton (2), T cell receptor signaling pathway (2), RNA transport (1), Spliceosome (1)"
23398,PPWD1,MedConf,Yes,,"RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, LSM2, SNRPB, SF3A1, POLR2J, NCBP2, CHERP, SLU7","Spliceosome (11), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1)"
11105,PRDM7,HighConf,Yes,Lysine degradation,,
9129,PRPF3,MedConf,Yes,Spliceosome,"RBM22, SF3A2, HNRNPU, FBL, RPS10, SNRPA1, NOP58, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, MPHOSPH6, CHERP, HNRNPF, PABPN1, SLU7, CDK13","Spliceosome (13), Ribosome biogenesis in eukaryotes (2), Pyrimidine metabolism (1), Ribosome (1), RNA polymerase (1), RNA transport (1)"
55660,PRPF40A,MedConf,Yes,Spliceosome,"LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, RBMX2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, UTP14A, TRA2A, SF3B3","Spliceosome (13), Pyrimidine metabolism (1), Ribosome biogenesis in eukaryotes (1), RNA polymerase (1), RNA transport (1)"
5688,PSMA7,MedConf,Yes,,"SNRPA1, RELA, ARPC1A, PAK2, DVL2","MAPK signaling pathway (2), Ras signaling pathway (2), Regulation of actin cytoskeleton (2), T cell receptor signaling pathway (2), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Relaxin signaling pathway (1), Spliceosome (1)"
5690,PSMB2,MedConf,Yes,,"RELA, PAK2, DVL2","MAPK signaling pathway (2), Ras signaling pathway (2), T cell receptor signaling pathway (2), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
5695,PSMB7,MedConf,Yes,,"RELA, PAK2, DVL2","MAPK signaling pathway (2), Ras signaling pathway (2), T cell receptor signaling pathway (2), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
5721,PSME2,HighConf,Yes,,"RELA, PAK2, DVL2","MAPK signaling pathway (2), Ras signaling pathway (2), T cell receptor signaling pathway (2), ErbB signaling pathway (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
5728,PTEN,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, Focal adhesion, mTOR signaling pathway, FoxO signaling pathway, Autophagy - animal","PIP5K1C, INPP4A, ITPKA, AGO3, INPP5E, GRB2, USP7, AKT1","Focal adhesion (3), FoxO signaling pathway (3), Phospholipase D signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), ErbB signaling pathway (2), MAPK signaling pathway (2), mTOR signaling pathway (2), PI3K-Akt signaling pathway (2), Ras signaling pathway (2), Relaxin signaling pathway (2), T cell receptor signaling pathway (2), Autophagy - animal (1), HIF-1 signaling pathway (1), Rap1 signaling pathway (1), Regulation of actin cytoskeleton (1)"
5771,PTPN2,MedConf,Yes,,JAK1,"EGFR tyrosine kinase inhibitor resistance (1), PI3K-Akt signaling pathway (1)"
81876,RAB1B,HighConf,Yes,,"CDC42, ARF1","Focal adhesion (1), MAPK signaling pathway (1), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), T cell receptor signaling pathway (1)"
5862,RAB2A,HighConf,Yes,,"ARF1, EEF1A1, HNRNPU","Phospholipase D signaling pathway (1), RNA transport (1), Spliceosome (1)"
117177,RAB3IP,MedConf,Yes,,PLOD3,Lysine degradation (1)
5870,RAB6A,HighConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
51560,RAB6B,MedConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
5902,RANBP1,HighConf,Yes,,"RANBP2, RANGAP1, XPO1","RNA transport (3), Ribosome biogenesis in eukaryotes (1)"
5903,RANBP2,HighConf,Yes,RNA transport,"EEF1A1, RANGAP1, RPLP0, RPS27, HDAC1, CLASP1, HSPA4, GCK, NUP107, NUP133, NUP153, XPO1, TRIM55, SNRPB, CENPQ, EIF4E, NCBP2, CDC42, THOC2, ZWILCH, NUP155, NUP85, AHCTF1, NUP160, NUP88, HNRNPF, NUP62, SLU7, ITGB3BP, NUP54, RANBP1, GLE1, RCC1, TAOK1, GEMIN2, POLDIP3, LUZP4","RNA transport (16), Spliceosome (4), MAPK signaling pathway (2), Ribosome (2), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
5905,RANGAP1,MedConf,Yes,RNA transport,"RPS27, HDAC1, CLASP1, NUP107, NUP133, NUP153, XPO1, CENPQ, CDC42, ZWILCH, NUP155, NUP85, AHCTF1, NUP160, NUP88, NUP62, ITGB3BP, HUWE1, NUP54, SENP2, PPIB, RANBP1, RGPD5, TAOK1, RGPD4, RANBP2","RNA transport (14), MAPK signaling pathway (2), Focal adhesion (1), Notch signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
5908,RAP1B,HighConf,Yes,"Focal adhesion, Ras signaling pathway, MAPK signaling pathway, Rap1 signaling pathway","LCP2, ITGA4, TIAM1, ARAP1, RAPGEF1, CDC42","Rap1 signaling pathway (4), Focal adhesion (3), Regulation of actin cytoskeleton (3), Ras signaling pathway (2), T cell receptor signaling pathway (2), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1)"
2889,RAPGEF1,HighConf,Yes,"Focal adhesion, Rap1 signaling pathway","RAP1B, PDGFRA","Focal adhesion (2), MAPK signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Regulation of actin cytoskeleton (1)"
55696,RBM22,MedConf,Yes,Spliceosome,"SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, MAP1LC3A, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3","Spliceosome (13), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1)"
51634,RBMX2,MedConf,Yes,,PRPF40A,Spliceosome (1)
1104,RCC1,MedConf,Yes,,"RANBP2, NUP107, NUP153, XPO1","RNA transport (4), Ribosome biogenesis in eukaryotes (1)"
5970,RELA,HighConf,Yes,"PI3K-Akt signaling pathway, Ras signaling pathway, MAPK signaling pathway, HIF-1 signaling pathway, T cell receptor signaling pathway, Relaxin signaling pathway","ANAPC11, EP300, LPAR1, CSF2, TDP2, EHMT1, TNIP2, MALT1, LPL, IRF2, PSMA7, HDAC1, XPO1, PSME2, PSMB7, PSMB2, FBXW11, PPP2R2A, BTRC, UBE2D1, MTOR","PI3K-Akt signaling pathway (3), HIF-1 signaling pathway (2), Notch signaling pathway (2), Phospholipase D signaling pathway (2), T cell receptor signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), FoxO signaling pathway (1), Lysine degradation (1), mTOR signaling pathway (1), Rap1 signaling pathway (1), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
285190,RGPD4,MedConf,Yes,RNA transport,RANGAP1,RNA transport (1)
84220,RGPD5,HighConf,Yes,RNA transport,RANGAP1,RNA transport (1)
55658,RNF126,MedConf,Yes,,ATG7,Autophagy - animal (1)
64320,RNF25,MedConf,Yes,,ATG7,Autophagy - animal (1)
6118,RPA2,MedConf,Yes,,"POLR2J, EP300, USP7","FoxO signaling pathway (2), HIF-1 signaling pathway (1), Notch signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1)"
6134,RPL10,MedConf,Yes,Ribosome,"RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
4736,RPL10A,MedConf,Yes,Ribosome,"EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, ACTA2, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Spliceosome (1)"
6139,RPL17,MedConf,Yes,Ribosome,"RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, ACTA2, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Ribosome biogenesis in eukaryotes (1), Spliceosome (1)"
6141,RPL18,MedConf,Yes,Ribosome,"RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, ACTA2, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, HNRNPU, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Ribosome biogenesis in eukaryotes (2), Spliceosome (2), Relaxin signaling pathway (1)"
6142,RPL18A,MedConf,Yes,Ribosome,"SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, SF3B3, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, HNRNPU, ETF1, FBL","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), Ribosome biogenesis in eukaryotes (3), Spliceosome (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2)"
9349,RPL23,MedConf,Yes,Ribosome,,
6157,RPL27A,MedConf,Yes,Ribosome,"RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6161,RPL32,MedConf,Yes,Ribosome,"EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, ILF3, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6167,RPL37,MedConf,Yes,Ribosome,"RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
116832,RPL39L,MedConf,Yes,,"RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, RPL37","Ribosome (23), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6124,RPL4,MedConf,Yes,Ribosome,"RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, RSL1D1, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), Ribosome biogenesis in eukaryotes (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6128,RPL6,MedConf,Yes,Ribosome,"EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, ALDH1B1, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), Ribosome biogenesis in eukaryotes (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Lysine degradation (1), Pyruvate metabolism (1), Spliceosome (1)"
6129,RPL7,MedConf,Yes,Ribosome,"RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), Ribosome biogenesis in eukaryotes (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6130,RPL7A,MedConf,Yes,Ribosome,"RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, ACTA2, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Spliceosome (1)"
6133,RPL9,MedConf,Yes,Ribosome,"RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5","Ribosome (22), RNA transport (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Ribosome biogenesis in eukaryotes (1), Spliceosome (1)"
