"GeneSymbol","EntrezID","X","Zscore","NetworkDegree","Exp_Stat_Value","KEGGdb","LowestCSAscore","LowestCSAscoreCorrected","ZSdes","NAdes","CSAdes","Replicate1","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Pathway"
"SLC35G5","83650",15664,0.078,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC36A1","206358",3865,-0.869,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC36A2","153201",2875,1.152,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC36A3","285641",6401,-3.51,0,0,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC36A4","120103",1562,0.373,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC37A1","54020",10305,-0.249,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC37A2","219855",4024,-0.54,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC37A3","84255",15927,-0.023,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC37A4","2542",5114,-0.037,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC38A1","81539",15370,-1.316,0,1,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC38A10","124565",1715,0.829,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC38A11","151258",2793,1.561,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC38A2","54407",10378,0.895,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC38A3","10991",861,-2.412,0,1,"Present",1.127,1.127,"HitbyZS","HitbyNA","HitbyCSA",1,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"SLC38A4","55089",10840,1.039,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC38A5","92745",17373,-0.195,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC38A6","145389",2497,-1.348,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC38A7","55238",10981,1.182,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC38A8","146167",2529,-1.078,0,1,"Absent",0.972,0.972,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC38A9","153129",2874,0.33,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A1","27173",5924,-0.582,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A10","57181",11954,-1.077,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC39A11","201266",3740,-0.215,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A12","221074",4105,-0.057,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A13","91252",17115,-0.929,0,1,"Absent",0.704,0.704,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A14","23516",4824,-0.344,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A2","29986",6780,-0.394,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A3","29985",6779,-0.306,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A4","55630",11230,0.825,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A5","283375",6178,-0.105,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A6","25800",5288,-1.602,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC39A7","7922",14672,0.718,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A8","64116",12990,1.271,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC39A9","55334",11078,-0.59,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC3A1","6519",13409,-0.245,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC3A2","6520",13411,-1.395,3,1,"Present",0.404,0.404,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"SLC40A1","30061",6809,1.428,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC41A1","254428",5126,1.804,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC41A2","84102",15841,0.269,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC41A3","54946",10718,1.911,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC43A1","8501",16350,-1.696,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC43A2","124935",1738,-0.476,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC43A3","29015",6546,-0.216,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC44A1","23446",4777,-0.152,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC44A2","57153",11932,1.715,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC44A3","126969",1842,0.376,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC44A4","80736",15249,-0.277,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC44A5","204962",3844,0.729,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC45A1","50651",9421,-0.395,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC45A2","51151",9625,0.989,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC45A3","85414",16436,1.699,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC45A4","57210",11973,1.071,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC46A1","113235",1178,-0.82,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC46A2","57864",12300,-0.179,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC46A3","283537",6197,-0.226,0,1,"Absent",0.973,0.973,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC47A1","55244",10986,-1.408,0,1,"Absent",0.972,0.972,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC47A2","146802",2564,-0.803,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC48A1","55652",11246,1.256,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A1","6521",13412,0.553,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC4A10","57282",11993,1.433,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A11","83959",15781,1.486,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A1AP","22950",4387,-0.815,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A2","6522",13414,0.953,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC4A3","6508",13382,0.521,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A4","8671",16580,-0.987,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC4A5","57835",12295,0.378,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC4A7","9497",17655,-1.215,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC4A8","9498",17656,1.577,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC4A9","83697",15682,-0.608,0,0,"Absent",0.892,0.892,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC50A1","55974",11504,0.197,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC51A","200931",3718,-0.114,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC51B","123264",1664,1.305,0,0,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC52A1","55065",10821,-0.026,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC52A2","79581",14728,1.407,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC52A3","113278",1185,0.714,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC5A1","6523",13416,0.055,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC5A10","125206",1755,0.967,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A11","115584",1355,-0.297,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A12","159963",3059,0.449,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A2","6524",13417,0.694,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A3","6526",13428,-0.187,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A4","6527",13436,-0.359,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A5","6528",13438,-1.594,0,0,"Absent",0.868,0.868,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC5A6","8884",16763,0.674,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC5A7","60482",12605,0.217,0,0,"Absent",0.973,0.973,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC5A8","160728",3084,-1.678,0,1,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC5A9","200010",3676,0.642,0,0,"Absent",0.973,0.973,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A1","6529",13440,-1.558,0,1,"Absent",0.492,0.492,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC6A11","6538",13477,0.559,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A12","6539",13478,-0.117,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A13","6540",13481,-0.59,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A14","11254",1099,-3.717,0,0,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC6A15","55117",10866,-0.192,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A16","28968",6514,-3.143,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC6A17","388662",8073,-0.283,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A18","348932",7513,-0.708,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A19","340024",7264,0.633,0,1,"Present",1.155,1.155,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC6A2","6530",13445,-0.167,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A20","54716",10544,-1.662,0,0,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC6A3","6531",13446,-1.389,1,0,"Present",0.973,0.973,"0","HitbyNA","HitbyCSA",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"SLC6A4","6532",13452,0.823,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A5","9152",17167,-0.104,0,0,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A6","6533",13457,-0.089,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A7","6534",13463,-0.291,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A8","6535",13469,1.36,0,1,"Absent",1.155,1.155,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC6A9","6536",13473,-0.322,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A1","6541",13482,0.439,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A10","56301",11633,0.931,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A11","23657",4935,0.029,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A13","157724",2982,-0.39,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A14","57709",12240,-2.223,0,0,"Absent",1,1,"HitbyZS","HitbyNA","HitbyCSA",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC7A2","6542",13483,0.807,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A3","84889",16254,0.475,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A4","6545",13492,1.354,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A5","8140",15351,-1.358,0,1,"Absent",1,1,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC7A6","9057",17000,0.675,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A6OS","84138",15859,0.416,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC7A7","9056",16999,-2.215,0,1,"Present",1,1,"HitbyZS","HitbyNA","HitbyCSA",1,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"SLC7A8","23428",4764,0.361,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC7A9","11136",985,-1.567,0,1,"Present",0.754,0.754,"0","0","0",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,"No",0.5,NA
"SLC8A1","6546",13494,0.572,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"SLC8A2","6543",13484,-0.927,0,0,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC8A3","6547",13495,1.642,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC8B1","80024",15070,-2.294,0,1,"Absent",1.155,1.155,"HitbyZS","HitbyNA","HitbyCSA",1,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC9A1","6548",13496,0.027,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,"No",0,"Yes",0,NA
"SLC9A2","6549",13497,-1.392,0,0,"Absent",1.155,1.155,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
"SLC9A3","6550",13499,0.501,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC9A3R1","9368",17507,0.224,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC9A3R2","9351",17478,0.637,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC9A4","389015",8099,0.357,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC9A5","6553",13500,0.91,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC9A6","10479",438,1.08,0,1,"Present",1,1,"0","0","0",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,"No",0,NA
"SLC9A7","84679",16152,0.469,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC9A8","23315",4679,-0.132,0,1,"Absent",1,1,"0","0","0",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,"No",0,"Missing",0,NA
"SLC9A9","285195",6358,-1.106,0,1,"Absent",0.766,0.766,"0","0","0",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,"No",0.5,"Missing",0.5,NA
