"","GeneSymbol","GeneMappingID","Group","EntrezID","Pathway","Ntwrk.all","Allnet.count","Ntwrk.TLR","TLRnet.count","Ntwrk.PROT","PROTnet.count","Ntwrk.SPLICE","SPLICEnet.count","Ntwrk.TLR.hits","TLRhits.net.count","Ntwrk.PROT.hits","PROThits.net.count","Ntwrk.SPLICE.hits","SPLICEhits.net.count","Total_Path_Hits.net.count"
"394","TOLLIP",403,"Novel","54472","Toll-like receptor signaling pathway","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"395","TOP2A",204,"Novel","7153",NA,"SETMAR, CSNK2A2, UBC, SUMO3, CDC5L, COPS5",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"396","TRA2B",118,"Novel","6434","Spliceosome","SRSF2, UBC, SRSF3",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"397","TRAF3IP3",185,"Novel","80342",NA,"DYNLL1",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"398","TSG101",158,"Novel","7251","Endocytosis","VPS37C, MVB12B, MVB12A, UBC, UBB, VPS36",6,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"399","TUBA1A",122,"Novel","7846","Phagosome ; Gap junction ; Pathogenic Escherichia coli infection","TUBA4A, CYLD, UBC, USP32, EGFR",5,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"400","TUBA4A",242,"Novel","7277","Phagosome ; Gap junction ; Pathogenic Escherichia coli infection","TUBA1A, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"401","UBB",3,"Novel","7314",NA,"MSH2, PSMD2, PSMB2, PSMD3, PSMC1, PSMC2, EGFR, PCNA, GNB2L1, RPS2, FBXW7, ACACB, TSG101, YARS, PSMA4, RABGEF1, PGAM2, STUB1, UBC, VCP",20,"EGFR",1,"EGFR",1,"",0,"EGFR",1,"EGFR",1,"",0,2
"402","UBC",0,"Novel","7316",NA,"STUB1, VCP, UBB, MSH2, PSMB1, PSMA7, PSMD2, PSMD11, PSMD1, SMAD1, PSMC5, POMP, PSMB4, PSMD12, PSMA2, PSMA6, PSMB2, PSMA5, PSMD7, PSMD3, PSMA1, PSMC4, PSMC1, PSMB5, PSMA3, PSMC2, LAT, SUMO3, YWHAG, EGFR, YWHAH, SFN, HDAC2, PARK2, PCNA, SIN3A, MTA2, PSMD6, WDR5, RPS27A, RIPK1, IKBKB, MAP3K7, ITGB1, GNB2L1, RPS2, RPL19, RRP9, EIF2AK2, CDC5L, UBL5, MFAP1, PRPF8, EIF2S1, EIF3I, HSPA5, RELA, SP1, JUN, CKS2, COPS6, PLRG1, NIFK, SNW1, SF3B1, XAB2, SF3B2, SNRPD3, LSM4, CCNB2, PGAM5, UBE2I, EIF3B, RET, EIF3J, PDLIM7, FBXW7, SUV39H1, EIF3A, EIF2S3, EIF2S2, MORF4L1, CCNE1, SYK, COPS5, EFTUD2, CSNK2A2, RBM39, KAT2B, PLK1, NXF1, PARD3, P4HB, USP32, EIF4B, BRAF, CDC42, ISG15, CALR, SRSF3, PTMA, TRA2B, SRSF1, EIF4G1, SF3B6, TUBA1A, RAE1, STAT1, USP1, BCL2L1, DAD1, USP13, SMAD4, POLDIP3, THOC7, ACTA2, ACACB, PXN, THOC2, ATR, TAF1, CFL1, VPS36, TLR4, LDLR, HSP90B1, ACIN1, SRSF2, PTGES3, PDGFRB, RAB5A, ASF1B, CDC25B, CDC25C, COPS2, TSG101, CLTC, SRPK1, CHD4, MYD88, SH3GLB1, SAP30BP, YARS, DYNC1H1, EIF4G2, YAP1, PARP1, MAPKAPK3, SNX9, ADRB2, BUB1B, TIRAP, CXCR4, RANGAP1, RUNX1, POLD4, POLE, RAP1A, EXOSC10, TOP2A, NGFR, DSG2, PSMA4, CCND2, PPP2CB, MAP3K3, EHMT2, ATF3, GAPDH, MAP2K6, SNRPC, KRAS, UBE2V2, TCIRG1, ATP6V1B2, KLHL8, EIF1, MUTYH, BCAS2, CHMP2A, RAD21, ITGAV, NSFL1C, LRP1, CFLAR, HNRNPH1, BCL3, PHF5A, TUBA4A, PA2G4, ARPC1B, PFN1, DNM1L, STX18, SEC61A1, EEF2K, YBX3, MED21, UBQLN4, HNRNPM, TNFRSF1A, PPIH, VCL, ASAP2, PTK2B, MCM3AP, NUP43, DDX3X, CREB1, CFL2, ING1, GNAI3, IK, RRP1, SERPINB1, GNAO1, APOB, PLOD3, MDM4, SFPQ, PDGFRA, RABGEF1, ZMYM3, BRSK2, CAPN2, PDIA3, GSTP1, TICAM1, CYLD, SIN3B, MVB12A, EIF2B3, CLTA, PIP5K1C, DCTN4, HIST1H1B, PGAM2, NR4A1, CTNND1, EIF4A1, PABPC4, GSK3A, CNTN2, KLF4, HADHA, CARD11, ASAP1, EHMT1, SMAD6, CSF1R, USP18, PSMF1, CLINT1, EPN1, DNM1, CCS, CACNA1C, ADRBK1, LRIG1, PLSCR1, DYNLL1, ENDOG, RANBP2, NUP155, ITGA5, ELF4, PMAIP1, DYNC1I2, ICAM1, LIG1, STMN1, PRKAR2B, ALAS1, MARCKSL1, ALCAM, MYH7B, FHL2, SUN1, TACC3, UEVLD, ERC1, THOP1, GNA11, NUP188, IFIH1, POLD3, PLA2G4A, SLC2A1, MYLIP, CBR1, LDHB, TOLLIP, PAFAH1B3, SH3GLB2, PABPC5, DUSP5, PLEKHO2, ALDH3A2, GRIN2D, DNTT",300,"PIP5K1C, ARPC1B, VCL, PXN, PFN1, PDGFRB, PDGFRA, KRAS, ITGB1, ITGAV, ITGA5, EGFR, CFL2, CFL1, CDC42, BRAF",16,"PLEKHO2, CXCR4, TNFRSF1A, PDGFRB, PDGFRA, NGFR, EGFR, CSF1R",8,"",0,"PIP5K1C, ARPC1B, VCL, PXN, PFN1, PDGFRB, PDGFRA, KRAS, ITGB1, ITGAV, ITGA5, EGFR, CFL2, CFL1, CDC42, BRAF",16,"TNFRSF1A, PLEKHO2, PDGFRB, PDGFRA, NGFR, EGFR, CXCR4, CSF1R",8,"",0,24
"403","UBE2I",83,"Novel","7329","RNA transport","STAT1, SMAD4, PARP1, RANGAP1, ZBTB16, SATB1, RANBP2, JUN, RAD51, UBC, PCNA, SUMO3, HDAC4",13,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"404","UBE2V2",222,"Novel","7336",NA,"PCNA, STUB1, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"405","UBL5",55,"Novel","59286",NA,"PRPF8, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"406","UBQLN4",256,"Novel","56893",NA,"UBC, ACACB, PSMD2, PSMC2",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"407","UEVLD",391,"Novel","55293",NA,"UBC, VPS36",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"408","USP1",125,"Novel","7398",NA,"VPS36, UBC, WDR5, PCNA",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"409","USP13",128,"Novel","8975",NA,"THOC7, THOC1, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"410","USP18",332,"Novel","11274",NA,"ISG15, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"411","USP32",107,"Novel","84669",NA,"TUBA1A, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"412","USPL1",306,"Novel","10208",NA,"SUMO3",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"413","VCL",261,"Regulation of actin cytoskeleton","7414","Regulation of actin cytoskeleton ; Leukocyte transendothelial migration ; Focal adhesion ; Amoebiasis ; Shigellosis ; Bacterial invasion of epithelial cells","PXN, ITGB1, UBC, LPXN, SVIL",5,"PXN, ITGB1",2,NA,0,"",0,"PXN, ITGB1",2,NA,0,"",0,2
"414","VCP",2,"Novel","7415",NA,"UBB, PSMD12, PSMA2, PSMB2, RPS27A, NSFL1C, APOB, UBC, STUB1",9,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"415","VPS36",141,"Novel","51028","Endocytosis","TSG101, UEVLD, USP1, UBC",4,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"416","VPS37C",159,"Novel","55048","Endocytosis","MVB12A, TSG101",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"417","WDR5",41,"Novel","11091",NA,"USP1, PSMA4, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"418","WDR5B",42,"Novel","54554",NA,"PSMA4",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"419","XAB2",73,"Novel","56949","Spliceosome","SF3B2, EFTUD2, CCDC94, IK, CDC5L, MFAP1, UBC, PRPF8, SF3B1, PLRG1, SNW1",11,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"420","XPA",80,"Novel","7507",NA,"ATR, MSH2",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"421","YAP1",172,"Novel","10413",NA,"RUNX1, SMAD1, UBC",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"422","YARS",168,"Novel","8565",NA,"DYNC1H1, OASL, ISG15, UBC, UBB",5,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"423","YBX3",252,"Novel","8531","Tight junction","UBC",1,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"424","YWHAG",30,"Novel","7532","Cell cycle ; Neurotrophin signaling pathway","YWHAH, HDAC4, BRAF, CDC25B, MDM4, UBC",6,"BRAF",1,NA,0,"",0,"BRAF",1,NA,0,"",0,1
"425","YWHAH",32,"Novel","7533","Cell cycle ; Neurotrophin signaling pathway","HDAC4, PARD3, BRAF, CDC25B, CDC25C, YWHAG, UBC",7,"BRAF",1,NA,0,"",0,"BRAF",1,NA,0,"",0,1
"426","ZBTB16",254,"Novel","7704",NA,"UBE2I, HDAC4, SIN3A",3,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
"427","ZMYM3",286,"Novel","9203",NA,"THOC2, UBC",2,NA,0,NA,0,"",0,NA,0,NA,0,"",0,0
