"GeneSymbol","KEGGpresence","EntrezID","Replicate1","Zscore","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"RIMS3","Absent",9783,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIMS4","Absent",140730,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIN1","Absent",9610,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RIN2","Absent",54453,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIN3","Absent",79890,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RING1","Absent",6015,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RINL","Absent",126432,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RINT1","Absent",60561,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIOK1","Present",83732,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RIOK2","Present",55781,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RIOK3","Absent",8780,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIPK1","Present",8737,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RIPK2","Present",8767,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RIPK3","Present",11035,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RIPK4","Absent",54101,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIPPLY1","Absent",92129,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RIPPLY3","Absent",53820,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIT1","Absent",6016,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RIT2","Absent",6014,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RITA1","Absent",84934,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RLBP1","Absent",6017,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RLIM","Absent",51132,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RLN1","Absent",6013,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RLN3","Absent",117579,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RMDN1","Absent",51115,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RMDN2","Absent",151393,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RMI1","Absent",80010,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RMND1","Absent",55005,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RMND5A","Absent",64795,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RMND5B","Absent",64777,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNASE1","Absent",6035,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNASE2","Absent",6036,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNASE4","Absent",6038,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNASE6","Absent",6039,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNASE9","Absent",390443,1,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNASEH1","Present",246243,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNASEH2C","Present",84153,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNASEK","Absent",440400,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNASEL","Present",6041,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNASET2","Absent",8635,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RND1","Present",27289,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RND2","Absent",8153,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RND3","Absent",390,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF10","Absent",9921,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF103","Absent",7844,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF11","Absent",26994,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF111","Absent",54778,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF112","Absent",7732,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF113A","Absent",7737,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF113B","Absent",140432,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF114","Absent",55905,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF115","Absent",27246,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF121","Absent",55298,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF122","Absent",79845,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF125","Present",54941,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF126","Absent",55658,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF128","Absent",79589,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF13","Absent",11342,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF130","Absent",55819,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF133","Absent",168433,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF135","Absent",84282,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF138","Absent",51444,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF139","Absent",11236,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF14","Absent",9604,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF141","Absent",50862,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF144A","Absent",9781,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNF144B","Absent",255488,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF146","Absent",81847,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF150","Absent",57484,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF151","Absent",146310,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF152","Absent",220441,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF167","Absent",26001,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF168","Absent",165918,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF17","Absent",56163,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF181","Absent",51255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF182","Absent",221687,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF183","Absent",138065,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF185","Absent",91445,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF186","Absent",54546,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF187","Absent",149603,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF19A","Absent",25897,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF2","Absent",6045,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF20","Absent",56254,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF208","Absent",727800,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF214","Absent",257160,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNF215","Absent",200312,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF216","Absent",54476,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNF219","Absent",79596,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF220","Absent",55182,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF222","Absent",643904,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF24","Absent",11237,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF25","Absent",64320,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF26","Absent",79102,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF31","Absent",55072,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF32","Absent",140545,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF34","Absent",80196,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF38","Absent",152006,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF4","Absent",6047,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"RNF40","Absent",9810,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF41","Present",10193,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF43","Absent",54894,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF44","Absent",22838,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF5","Present",6048,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RNF6","Absent",6049,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNF8","Absent",9025,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNFT1","Absent",51136,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNFT2","Absent",84900,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNGTT","Present",8732,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RNH1","Absent",6050,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNLS","Absent",55328,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNMT","Present",8731,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RNMTL1","Absent",55178,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNPC3","Absent",55599,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNPEP","Absent",6051,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNPEPL1","Absent",57140,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RNPS1","Present",10921,1,1,"HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","RNA transport, mRNA surveillance pathway"
"ROBO1","Present",6091,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROBO2","Present",6092,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROBO3","Present",64221,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROBO4","Absent",54538,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROCK1","Present",6093,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROCK2","Present",9475,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROGDI","Absent",79641,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROM1","Absent",6094,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROMO1","Absent",140823,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROPN1","Absent",54763,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROPN1L","Absent",83853,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROR1","Absent",4919,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ROR2","Absent",4920,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RORA","Present",6095,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RORB","Present",6096,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RORC","Present",6097,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ROS1","Absent",6098,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RP1","Absent",6101,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RP9","Absent",6100,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPA1","Present",6117,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPA2","Present",6118,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPA3","Present",6119,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"RPAP1","Absent",26015,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPAP2","Absent",79871,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPAP3","Absent",79657,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPE","Present",6120,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPE65","Present",6121,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPF1","Absent",80135,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPF2","Absent",84154,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPGR","Absent",6103,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPGRIP1","Absent",57096,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPGRIP1L","Absent",23322,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPH3A","Absent",22895,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPH3AL","Absent",9501,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPIA","Present",22934,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL10","Present",6134,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL10A","Present",4736,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL11","Present",6135,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL12","Present",6136,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL13","Present",6137,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL13A","Present",23521,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL14","Present",9045,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL15","Present",6138,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL18","Present",6141,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL19","Present",6143,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL21","Present",6144,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL22","Present",6146,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL22L1","Present",200916,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL23","Present",9349,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL24","Present",6152,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL26","Present",6154,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPL27","Present",6155,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL27A","Present",6157,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL28","Present",6158,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL29","Present",6159,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL3","Present",6122,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL31","Present",6160,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL32","Present",6161,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL34","Present",6164,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL35","Present",11224,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL35A","Present",6165,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL36","Present",25873,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL36AL","Present",6166,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL37","Present",6167,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL37A","Present",6168,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL38","Present",6169,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL39","Present",6170,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL39L","Absent",116832,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPL3L","Present",6123,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL4","Present",6124,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL6","Present",6128,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL7","Present",6129,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL7A","Present",6130,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL7L1","Absent",285855,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPL8","Present",6132,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPL9","Present",6133,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPLP0","Present",6175,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPLP2","Present",6181,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPN1","Present",6184,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPN2","Present",6185,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPP14","Present",11102,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPP21","Present",79897,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPP25","Present",54913,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPP25L","Present",138716,0.5,0.5,"MedConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","Yes","HighConf","No","HighConf","RNA transport, Ribosome biogenesis in eukaryotes"
"RPP30","Present",10556,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPP40","Present",10799,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"RPRD1A","Absent",55197,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPRD1B","Absent",58490,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPRM","Present",56475,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS10","Present",6204,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS11","Present",6205,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS12","Present",6206,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS13","Present",6207,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS14","Present",6208,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS15","Present",6209,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS15A","Present",6210,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS16","Present",6217,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS17","Present",6218,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS18","Present",6222,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS19","Present",6223,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS19BP1","Absent",91582,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPS2","Present",6187,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS20","Present",6224,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS21","Present",6227,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS23","Present",6228,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS24","Present",6229,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS25","Present",6230,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS26","Present",6231,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS27","Present",6232,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS27A","Present",6233,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS27L","Present",51065,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS28","Present",6234,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPS29","Present",6235,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS3","Present",6188,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS3A","Present",6189,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPS4Y1","Present",6192,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS5","Present",6193,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6","Present",6194,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA1","Present",6195,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA2","Present",6196,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA3","Present",6197,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA4","Present",8986,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA5","Present",9252,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KA6","Present",27330,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KB1","Present",6198,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KB2","Present",6199,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS6KC1","Absent",26750,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPS6KL1","Absent",83694,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPS7","Present",6201,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS8","Present",6202,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPS9","Present",6203,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPSA","Present",3921,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf","No","MedConf","Yes","HighConf",NA
"RPTN","Absent",126638,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPTOR","Present",57521,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"RPUSD1","Absent",113000,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"RPUSD2","Absent",27079,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
