"","EntrezID","GeneSymbol","ConfidenceCategory","TRIAGEhit","Pathway","InteractingGenes","NetworkGenePathways"
"12591",5788,"PTPRC","MedConf","Yes","Fc gamma R-mediated phagocytosis, T cell receptor signaling pathway",NA,NA
"12614",10744,"PTTG2","MedConf","Yes","Cell cycle",NA,NA
"12634",81607,"PVRL4","MedConf","Yes",NA,"PARD3","Neuroactive ligand-receptor interaction (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1)"
"12644",5829,"PXN","HighConf","Yes","Regulation of actin cytoskeleton, Leukocyte transendothelial migration, Chemokine signaling pathway, Focal adhesion","RET, ACTA2, ITGAV, CDC42, SORBS3, VCL, GIT1, ASAP2, PTK2B, GNAI3, TNC, GNAO1, CAPN2, LAMA5, CXCR4, FLT4, ARHGEF6, CAST, ITGA5, ITGA1, PRKAR2B, AGRN, ITGB1, EGFR, UBC","Focal adhesion (11), Regulation of actin cytoskeleton (9), PI3K-Akt signaling pathway (8), ECM-receptor interaction (7), Rap1 signaling pathway (6), Leukocyte transendothelial migration (6), Relaxin signaling pathway (4), Chemokine signaling pathway (4), GnRH signaling pathway (3), Ras signaling pathway (3), Cytokine-cytokine receptor interaction (3), Phagosome (3), Phospholipase D signaling pathway (2), MAPK signaling pathway (2), Platelet activation (2), Hematopoietic cell lineage (2), Dopaminergic synapse (2), Long-term depression (2), Serotonergic synapse (2), Fc gamma R-mediated phagocytosis (2), Apoptosis (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Renin secretion (1), cAMP signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Thyroid hormone signaling pathway (1)"
"12651",260434,"PYDC1","MedConf","Yes","NOD-like receptor signaling pathway","ERC1, IKBKB","NF-kappa B signaling pathway (2), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Apoptosis (1), T cell receptor signaling pathway (1), Ras signaling pathway (1), RIG-I-like receptor signaling pathway (1), Osteoclast differentiation (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), TNF signaling pathway (1), MAPK signaling pathway (1), Toll-like receptor signaling pathway (1), PI3K-Akt signaling pathway (1)"
"12694",51552,"RAB14","MedConf","Yes",NA,"TBC1D4, UBC, EXOC7","Thyroid hormone signaling pathway (1)"
"12743",5868,"RAB5A","MedConf","Yes","Ras signaling pathway, Vasopressin-regulated water reabsorption, Phagosome","PDGFRB, PTGIR, CXCL8, RABGEF1, ALS2, UBC, EGFR, EPS8","Phospholipase D signaling pathway (3), Cytokine-cytokine receptor interaction (3), Ras signaling pathway (2), Focal adhesion (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (1), Relaxin signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), NOD-like receptor signaling pathway (1), Toll-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Platelet activation (1), Neuroactive ligand-receptor interaction (1)"
"12761",27342,"RABGEF1","MedConf","Yes",NA,"UBB, RAB5A, THOC1, UBC","Phagosome (1), Vasopressin-regulated water reabsorption (1), Ras signaling pathway (1), Spliceosome (1), RNA transport (1), Mitophagy - animal (1)"
"12776",5885,"RAD21","MedConf","Yes","Cell cycle","BIRC5, NUP43, BUB1B, CENPH, ITGB3BP, RANGAP1, CENPO, CENPP, RANBP2, SYNE2, KIF18A, CDCA8, SUN1, SYCP3, SYCE1, UBE2I, UBC, PLK1, ATR, NIPBL, MIS12, SNW1","RNA transport (4), Cell cycle (3), NF-kappa B signaling pathway (1), Notch signaling pathway (1), Spliceosome (1), Apoptosis (1), Platinum drug resistance (1)"
"12780",5888,"RAD51","HighConf","Yes",NA,"BRCA2, ATR, PCNA, UBE2I","Cell cycle (2), NF-kappa B signaling pathway (1), RNA transport (1), Base excision repair (1)"
"12792",8480,"RAE1","MedConf","Yes","RNA transport","SRSF2, SRSF1, SRSF3, PA2G4, GCKR, EEF2K, NUP43, HSP90B1, RANBP2, NUP155, MCM3AP, NUP188, UBC, NXF1, SNRPD3, COPS6, SRRM1","RNA transport (6), Spliceosome (4), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1)"
"12820",5903,"RANBP2","MedConf","Yes","RNA transport","NUP155, KIF18A, CDCA8, NUP188, RANGAP1, SUMO3, BIRC5, NUP43, SRSF1, SRSF3, HDAC4, SRSF2, NXF1, UBE2I, PLK1, MIS12, CENPO, RAE1, ITGB3BP, CENPH, CENPP, UBC, BUB1B, RAD21, SNRPD3, SRRM1, GCKR","RNA transport (9), Spliceosome (4), Cell cycle (3), Apoptosis (1), Platinum drug resistance (1), NF-kappa B signaling pathway (1)"
"12824",10048,"RANBP9","MedConf","Yes",NA,"OPRM1, UBC","Neuroactive ligand-receptor interaction (1)"
"12825",5905,"RANGAP1","MedConf","Yes","RNA transport","CENPO, CENPP, RANBP2, KIF18A, CDCA8, ITGB3BP, SUMO3, BIRC5, NUP43, NXF1, PLK1, UBE2I, BUB1B, HDAC4, RAD21, UBC, CENPH, MIS12","RNA transport (5), Cell cycle (3), Apoptosis (1), Platinum drug resistance (1), NF-kappa B signaling pathway (1)"
"12827",5906,"RAP1A","HighConf","Yes","MAPK signaling pathway, Rap1 signaling pathway, Leukocyte transendothelial migration, Chemokine signaling pathway, cAMP signaling pathway, Focal adhesion, Ras signaling pathway, Platelet activation","EPO, PDPK1, ITGAM, CTNND1, PIK3R3, PRKX, SKAP1, RAPGEF5, BRAF, UBC, SYK, CDC42, RET, GAB2, MAP2K6, PRKD1, ITGB1","Rap1 signaling pathway (10), Focal adhesion (5), Leukocyte transendothelial migration (5), Regulation of actin cytoskeleton (5), Fc epsilon RI signaling pathway (5), PI3K-Akt signaling pathway (5), Fc gamma R-mediated phagocytosis (4), Ras signaling pathway (4), Osteoclast differentiation (4), T cell receptor signaling pathway (3), Chemokine signaling pathway (3), MAPK signaling pathway (3), Phospholipase D signaling pathway (3), Sphingolipid signaling pathway (3), Platelet activation (3), GnRH signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), cAMP signaling pathway (2), TNF signaling pathway (2), Toll-like receptor signaling pathway (2), Phagosome (2), Apoptosis (2), Platinum drug resistance (2), Jak-STAT signaling pathway (2), Aldosterone-regulated sodium reabsorption (2), Thyroid hormone signaling pathway (2), Hematopoietic cell lineage (2), Long-term depression (1), Serotonergic synapse (1), NF-kappa B signaling pathway (1), ECM-receptor interaction (1), Relaxin signaling pathway (1), Cytokine-cytokine receptor interaction (1)"
"12836",10411,"RAPGEF3","MedConf","Yes","Rap1 signaling pathway, Leukocyte transendothelial migration, cAMP signaling pathway, Serotonergic synapse, Adrenergic signaling in cardiomyocytes, Phospholipase D signaling pathway",NA,NA
"12838",9771,"RAPGEF5","MedConf","Yes","Rap1 signaling pathway, Ras signaling pathway","RAP1A, MRAS","Ras signaling pathway (2), Rap1 signaling pathway (2), MAPK signaling pathway (2), Phospholipase D signaling pathway (1), Mitophagy - animal (1), Regulation of actin cytoskeleton (1), Platelet activation (1), Focal adhesion (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1)"
"12845",5916,"RARG","MedConf","Yes",NA,"ESRRA, NR0B2, RORA, NR4A1, NR1D1","Th17 cell differentiation (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1)"
"12853",22821,"RASA3","MedConf","Yes","Ras signaling pathway","UBC, MRAS","Phospholipase D signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"12854",10156,"RASA4","HighConf","Yes","Ras signaling pathway","MRAS","Phospholipase D signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"12856",9462,"RASAL2","HighConf","Yes","Ras signaling pathway","MRAS","Phospholipase D signaling pathway (1), Mitophagy - animal (1), Ras signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Regulation of actin cytoskeleton (1)"
"12908",8241,"RBM10","MedConf","Yes",NA,"SNRPC, PTBP1, HRH2, CCAR1, IK","Neuroactive ligand-receptor interaction (1), Spliceosome (1)"
"12928",9584,"RBM39","HighConf","Yes",NA,"SAP30BP, SRPK2, PRPF38A, NDUFA1, UBC, MFAP1","Spliceosome (1)"
"12942",9939,"RBM8A","HighConf","Yes","RNA transport, Spliceosome",NA,NA
"12961",3516,"RBPJ","MedConf","Yes","Notch signaling pathway, Th1 and Th2 cell differentiation","HDAC2, SNW1, KAT2B, E2F3, CREB1, NOTCH4, GATA3, SPEN, TLE2","Notch signaling pathway (4), Thyroid hormone signaling pathway (3), Cell cycle (2), Th1 and Th2 cell differentiation (1), Th17 cell differentiation (1), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Insulin secretion (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1), Spliceosome (1)"
"12969",10231,"RCAN2","HighConf","Yes","Thyroid hormone signaling pathway",NA,NA
"13005",51308,"REEP2","MedConf","Yes",NA,"BIRC5, CYP2A6, GTSE1, GRAMD3","Apoptosis (1), Platinum drug resistance (1)"
"13016",5970,"RELA","MedConf","Yes","NF-kappa B signaling pathway, PI3K-Akt signaling pathway, Toll-like receptor signaling pathway, MAPK signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, Chemokine signaling pathway, cAMP signaling pathway, Osteoclast differentiation, AGE-RAGE signaling pathway in diabetic complications, RIG-I-like receptor signaling pathway, Ras signaling pathway, Relaxin signaling pathway, Mitophagy - animal, T cell receptor signaling pathway, Sphingolipid signaling pathway, Apoptosis, Th17 cell differentiation, Th1 and Th2 cell differentiation","SMARCE1, SP1, JUN, TGFB2, MAP2K6, STAT1, KAT2B, TAF1, IL12A, NCSTN, PDPK1, PARP1, TLR4, TNFRSF1A, MYD88, TICAM1, KLF4, EHMT1, NFKBIB, CEBPD, TLR2, CXCL8, ICAM1, IL1B, ERC1, IRF6, BCL3, CARD11, HSD17B4, CSF2, TFF3, MAP3K8, AGER, NFKBIE, IL17A, EGR2, IKBKB, SYK, HDAC2, RIPK1, MAP3K7, NGFR, UBC, UBB, RPS27A, PPP2CB","Toll-like receptor signaling pathway (14), NF-kappa B signaling pathway (14), NOD-like receptor signaling pathway (11), TNF signaling pathway (11), T cell receptor signaling pathway (9), Osteoclast differentiation (9), MAPK signaling pathway (8), Cytokine-cytokine receptor interaction (8), Th17 cell differentiation (7), PI3K-Akt signaling pathway (7), AGE-RAGE signaling pathway in diabetic complications (7), Th1 and Th2 cell differentiation (6), Apoptosis (6), RIG-I-like receptor signaling pathway (6), Chemokine signaling pathway (4), Thyroid hormone signaling pathway (4), Fc epsilon RI signaling pathway (4), Sphingolipid signaling pathway (3), Notch signaling pathway (3), Mitophagy - animal (3), Jak-STAT signaling pathway (3), Ras signaling pathway (2), Cell cycle (2), Phospholipase D signaling pathway (2), Rap1 signaling pathway (2), Hematopoietic cell lineage (2), Phagosome (2), Focal adhesion (2), GnRH signaling pathway (2), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), Ribosome (1), Platelet activation (1), Fc gamma R-mediated phagocytosis (1), Leukocyte transendothelial migration (1), Lysine degradation (1), Base excision repair (1), Platinum drug resistance (1), Aldosterone-regulated sodium reabsorption (1), Relaxin signaling pathway (1), cAMP signaling pathway (1)"
"13031",473,"RERE","HighConf","Yes",NA,"HDAC2","Cell cycle (1), Notch signaling pathway (1), Thyroid hormone signaling pathway (1)"
"13035",5979,"RET","MedConf","Yes",NA,"PDLIM7, SH3GLB1, RAP1A, CREB1, CTNND1, EPN1, SH3GLB2, PXN, UBC","Leukocyte transendothelial migration (3), Focal adhesion (2), Chemokine signaling pathway (2), Rap1 signaling pathway (2), cAMP signaling pathway (2), Regulation of actin cytoskeleton (1), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Insulin secretion (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), TNF signaling pathway (1), Thyroid hormone synthesis (1), PI3K-Akt signaling pathway (1), Platelet activation (1), Ras signaling pathway (1), MAPK signaling pathway (1)"
"13085",729857,"RGPD2","MedConf","Yes","RNA transport","UBC",NA
"13099",8601,"RGS20","HighConf","Yes",NA,"FPR3, NMS, BDKRB1, CXCL11, CXCR5, S1PR2, HTR1A, NPBWR2, CXCR4, CHRM2, OPRM1, SSTR4, NPY, MTNR1B, CCR8, CXCR3, CXCL8, NMUR2, GNAI3, HCAR2, CXCL13, PNOC, DRD2, C5, AGT, PTGDR2","Neuroactive ligand-receptor interaction (11), Chemokine signaling pathway (8), Cytokine-cytokine receptor interaction (7), cAMP signaling pathway (6), Regulation of actin cytoskeleton (2), Sphingolipid signaling pathway (2), Serotonergic synapse (2), Toll-like receptor signaling pathway (2), Dopaminergic synapse (2), Rap1 signaling pathway (2), Renin secretion (2), Leukocyte transendothelial migration (2), PI3K-Akt signaling pathway (1), Phospholipase D signaling pathway (1), RIG-I-like receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), NOD-like receptor signaling pathway (1), NF-kappa B signaling pathway (1), Platelet activation (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), Relaxin signaling pathway (1)"
"13108",8787,"RGS9","MedConf","Yes",NA,"GNAT2, PDE6H, PDE6A, GNAI3","Platelet activation (1), Dopaminergic synapse (1), Sphingolipid signaling pathway (1), Adrenergic signaling in cardiomyocytes (1), Long-term depression (1), Serotonergic synapse (1), Renin secretion (1), Relaxin signaling pathway (1), cAMP signaling pathway (1), Chemokine signaling pathway (1), Leukocyte transendothelial migration (1), Rap1 signaling pathway (1)"
"13128",388,"RHOB","MedConf","Yes",NA,"RHOV, ARHGDIB, ARHGEF3, ARHGEF6, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP15, UBC, A2M, CDC42, NGFR, SYK","Fc gamma R-mediated phagocytosis (2), Ras signaling pathway (2), Focal adhesion (2), Leukocyte transendothelial migration (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), PI3K-Akt signaling pathway (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), MAPK signaling pathway (1), Platelet activation (1), Phospholipase D signaling pathway (1), Fc epsilon RI signaling pathway (1), Osteoclast differentiation (1), NF-kappa B signaling pathway (1), Cytokine-cytokine receptor interaction (1), Vasopressin-regulated water reabsorption (1)"
"13134",54509,"RHOF","HighConf","Yes",NA,"ARHGAP9, ARHGAP15, RHOV, A2M, KALRN, ARHGEF3, ARHGEF6, ARHGAP20, RHOB, ARHGAP5, CDC42, ARHGAP32, ARHGDIB","Focal adhesion (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), Vasopressin-regulated water reabsorption (1), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1)"
"13142",171177,"RHOV","MedConf","Yes",NA,"ARHGDIB, ARHGEF3, ARHGEF6, ARHGAP32, KALRN, ARHGAP5, ARHGAP20, RHOF, ARHGAP9, ARHGAP15, RHOB, A2M, CDC42","Focal adhesion (2), Leukocyte transendothelial migration (2), Regulation of actin cytoskeleton (2), GnRH signaling pathway (1), T cell receptor signaling pathway (1), Fc gamma R-mediated phagocytosis (1), Ras signaling pathway (1), AGE-RAGE signaling pathway in diabetic complications (1), Chemokine signaling pathway (1), Rap1 signaling pathway (1), MAPK signaling pathway (1), Vasopressin-regulated water reabsorption (1)"
"13155",83547,"RILP","MedConf","Yes","Phagosome","DYNLL1, DYNC1I2, DYNC2LI1, DCTN4, TUBA4A, DYNC1I1, DYNC1H1, TUBA1A","Vasopressin-regulated water reabsorption (6), Phagosome (5), Apoptosis (2)"
"13174",8737,"RIPK1","MedConf","Yes","NF-kappa B signaling pathway, Toll-like receptor signaling pathway, TNF signaling pathway, NOD-like receptor signaling pathway, RIG-I-like receptor signaling pathway, Apoptosis","IKBKB, RELA, MAP3K3, MAP2K6, STAT1, CFLAR, TNFRSF1A, TICAM1, NFKBIB, CYLD, MADD, MAP3K7, RPS27A, UBC","Osteoclast differentiation (7), NOD-like receptor signaling pathway (6), TNF signaling pathway (6), MAPK signaling pathway (6), Toll-like receptor signaling pathway (6), NF-kappa B signaling pathway (6), RIG-I-like receptor signaling pathway (5), T cell receptor signaling pathway (4), Th1 and Th2 cell differentiation (4), Th17 cell differentiation (4), Chemokine signaling pathway (4), Apoptosis (4), Sphingolipid signaling pathway (2), AGE-RAGE signaling pathway in diabetic complications (2), GnRH signaling pathway (2), Ras signaling pathway (2), PI3K-Akt signaling pathway (2), Ribosome (1), Cytokine-cytokine receptor interaction (1), Jak-STAT signaling pathway (1), Thyroid hormone signaling pathway (1), Fc epsilon RI signaling pathway (1), Rap1 signaling pathway (1), Mitophagy - animal (1), Relaxin signaling pathway (1), cAMP signaling pathway (1)"
"13185",51132,"RLIM","HighConf","Yes",NA,"UBC, SIN3A","Thyroid hormone signaling pathway (1)"
"13187",6019,"RLN2","MedConf","Yes","Relaxin signaling pathway",NA,NA
"13188",117579,"RLN3","MedConf","Yes","Relaxin signaling pathway",NA,NA
"13325",6095,"RORA","MedConf","Yes","Th17 cell differentiation","RARG, CREB1, ESRRA, NR0B2, NR4A1, NR1D1, NCOA6","PI3K-Akt signaling pathway (2), MAPK signaling pathway (1), Dopaminergic synapse (1), Adrenergic signaling in cardiomyocytes (1), Insulin secretion (1), Renin secretion (1), Vasopressin-regulated water reabsorption (1), Relaxin signaling pathway (1), Osteoclast differentiation (1), cAMP signaling pathway (1), TNF signaling pathway (1), Thyroid hormone synthesis (1)"
"13362",6143,"RPL19","MedConf","Yes","Ribosome","NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EFTUD2, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPL7L1, RPS2, GNB2L1, RPS8, RPL31, RPL32, RPLP2, RPL23A, UBC, RPL24, NOP2, RPL4, RPS27A","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Spliceosome (1), Apoptosis (1)"
"13367",9349,"RPL23","HighConf","Yes","Ribosome",NA,NA
"13368",6147,"RPL23A","MedConf","Yes","Ribosome","RPL4, RPL24, RPS2, RPS8, RPLP2, RPL31, GNB2L1, RPL32, RPL19, NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, MRPL36, SRP68, EIF4B, EIF4G1, PA2G4, SRP54, SEC11C, EIF4A1, RPL7L1, IPO5, WDR31, RPS27A, UBB, NOP2, UBC","Ribosome (15), RNA transport (10), Protein export (3), Mitophagy - animal (1), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13370",6152,"RPL24","HighConf","Yes","Ribosome","RPS2, RPS8, RPLP2, RPL31, RPL32, RPL19, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, PA2G4, SRP54, SEC11C, EIF4A1, RPL7L1, UBC, RPL4, RPL23A, RPS27A","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13372",51121,"RPL26L1","MedConf","Yes","Ribosome","RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPS8, RPL23A, RPL31, UBC, RPL32, RPL4, RPL37, RPL3, RPS2, RPS27A, EIF2S1, RPL27, RPL24, RPLP2, RPL19","Ribosome (14), RNA transport (10), Protein export (3), Apoptosis (1), PI3K-Akt signaling pathway (1)"
"13373",6155,"RPL27","MedConf","Yes","Ribosome","RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, PA2G4, SRP54, SEC11C, EIF4A1, RPL7L1, RPS8, RPL31, RPL4, RPLP2, RPL37, EIF2S1, RPS27A, RPL24, NIFK, RPL23A, RPS2, RPL19, RPL32, UBC","Ribosome (14), RNA transport (10), Protein export (3), Apoptosis (1), PI3K-Akt signaling pathway (1)"
"13377",6122,"RPL3","MedConf","Yes","Ribosome","RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, PA2G4, SRP54, SEC11C, EIF4A1, GNL2, RPL37, RPL31, NIFK, RPS8, RPL27, EIF2S1, RPS2, RPL23A, RPL24, RPL4, RPLP2, RPL19, UBC, RPL32, RPS27A","Ribosome (14), RNA transport (10), Protein export (3), Apoptosis (1), PI3K-Akt signaling pathway (1)"
"13379",6160,"RPL31","HighConf","Yes","Ribosome","RPL32, RPL19, NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPL7L1, RPL24, UBC, RPS8, RPLP2, RPS27A, RPS2, RPL23A, RPL4","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13380",6161,"RPL32","HighConf","Yes","Ribosome","RPL19, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPL7L1, RPL23A, RPL4, RPS2, RPL31, RPS27A, UBC, RPL24, GNB2L1, RPS8, RPLP2","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13386",6166,"RPL36AL","HighConf","Yes","Ribosome","UBC",NA
"13387",6167,"RPL37","MedConf","Yes","Ribosome","RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPL7L1, RPL19, UBC, RPLP2, RPS2, RPL23A, EIF2S1, RPL31, RPS27A, RPS8, RPL32, RPL24, RPL4","Ribosome (14), RNA transport (10), Protein export (3), Apoptosis (1), PI3K-Akt signaling pathway (1)"
"13391",6123,"RPL3L","MedConf","Yes","Ribosome","EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, G3BP2, PA2G4, SRP54, SEC11C, EIF4A1, GNL2, RPL32, RPL23A, RPS2, RPL4, EIF2S1, RPL31, RPL24, RPL3, RPL19, UBC, RPL37, RPL27, RPS8, RPLP2, RPS27A, NIFK, RPL26L1","Ribosome (14), RNA transport (10), Protein export (3), Apoptosis (1), PI3K-Akt signaling pathway (1)"
"13392",6124,"RPL4","MedConf","Yes","Ribosome","RPL24, RPS2, RPS8, RPLP2, RPL31, GNB2L1, RPL32, RPL19, NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, PA2G4, SRP54, SEC11C, EIF4A1, RPL7L1, NOP2, RPL23A, RPS27A, UBC","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13398",285855,"RPL7L1","HighConf","Yes",NA,"RPL4, RPL23A, RPL37, RPL27, RPL31, UBC, RPL24, RPL32, RPL19","Ribosome (8)"
"13402",6181,"RPLP2","HighConf","Yes","Ribosome","RPL31, RPL32, RPL19, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EIF3A, EIF3J, EIF2S2, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, RPL24, RPL23A, RPL4, RPS27A, RPS2, RPS8, UBC","Ribosome (14), RNA transport (10), Protein export (3), PI3K-Akt signaling pathway (1), Apoptosis (1)"
"13407",54913,"RPP25","HighConf","Yes","RNA transport",NA,NA
"13408",138716,"RPP25L","MedConf","Yes","RNA transport",NA,NA
"13411",10799,"RPP40","MedConf","Yes","RNA transport",NA,NA
"13430",6187,"RPS2","HighConf","Yes","Ribosome","RPS8, RPLP2, RPL31, GNB2L1, RPL32, RPL19, NIFK, EIF2S1, RPL37, RPL27, RPL3, RPL26L1, RPL3L, EIF3B, EIF3I, EFTUD2, EIF3A, EIF3J, EIF2S2, EIF1, EIF2S3, SRP68, EIF4B, EIF4G1, SRP54, SEC11C, EIF4A1, WDR31, UBC, RPL24, RPL23A, UBB, RPL4, RPS27A, RSRC1","Ribosome (14), RNA transport (11), Protein export (3), Mitophagy - animal (1), PI3K-Akt signaling pathway (1), Spliceosome (1), Apoptosis (1)"
